,actor id,actor name,character,gender,movie id,movie release year,title,age,place of birth
507,81243,Romi Park,Edward Elric,Female,14003,2005,Fullmetal Alchemist The Movie: Conqueror of Shamballa,33,"Edogawa, Tokyo Prefecture, Japan"
508,9705,Takahiro Sakurai,Cloud Strife,Male,647,2005,Final Fantasy VII: Advent Children,31,"Okazaki, Aichi Prefecture, Japan"
509,58674,Yukie Nakama,Oboro,Female,10116,2005,Shinobi: Heart Under Blade,26,"Urasoe, Okinawa Prefecture, Japan"
510,81270,Serah D'Laine,Marie Clifton,Female,17124,2005,Wild Things: Diamonds in the Rough,23,"Santa Barbara, California, USA"
511,29220,Amanda Bynes,Jenny Taylor,Female,27902,2005,Love Wrecked,19,"Thousand Oaks, California, USA"
512,18997,Bryce Dallas Howard,Grace Margaret Mulligan,Female,1951,2005,Manderlay,24,"Los Angeles, California, USA"
513,8167,Paul Walker,Jared,Male,11968,2005,Into the Blue,32,"Glendale, California, USA"
514,1327,Ian McKellen,Zebedee,Male,16455,2005,The Magic Roundabout,66,"Burnley, Lancashire, England, UK"
515,6165,Anthony Rapp,Mark Cohen,Male,1833,2005,Rent,34,"Chicago, Illinois, United States"
516,82055,Junko Takeuchi,Naruto Uzumaki,Female,16910,2005,Naruto the Movie: Legend of the Stone of Gelel,33,"Saitama, Japan"
517,2227,Nicole Kidman,Isabel Bigelow,Female,9722,2005,Bewitched,38,"Honolulu, Hawaii, USA"
518,28782,Monica Bellucci,Daniela,Female,5070,2005,How Much Do You Love Me?,41,"Città di Castello, Umbria, Italy"
519,25002,Lee Byung-hun,Sun-woo,Male,11344,2005,A Bittersweet Life,35,"Seongnam, Gyeonggi, South Korea"
520,15555,Piper Perabo,Rachel,Female,1544,2005,Imagine Me & You,29," Dallas, Texas, USA"
521,6614,Cole Hauser,Jack McAllister,Male,9042,2005,The Cave,30,"Santa Barbara, California, USA"
522,1339,Zhang Ziyi,Sayuri,Female,1904,2005,Memoirs of a Geisha,26,Beijing - China
523,20519,Simon Yam,Lam Lok,Male,18747,2005,Election,50,Hong Kong
524,1810,Heath Ledger,Jacob Grimm,Male,4442,2005,The Brothers Grimm,26,"Perth, Western Australia, Australia"
525,11665,Michael Angarano,Will Stronghold,Male,11459,2005,Sky High,18,"Brooklyn, New York, USA"
526,6213,Jamie Kennedy,Tim Avery,Male,10214,2005,Son of the Mask,35,Upper Darby - Pennsylvania - USA
527,58982,Kuno Becker,Santiago Munez,Male,9763,2005,Goal! The Dream Begins,27,"Mexico City, Mexico"
528,4173,Anthony Hopkins,Burt Munro,Male,9912,2005,The World's Fastest Indian,68,"Margam, Port Talbot, Glamorgan, Wales, UK"
529,3061,Ewan McGregor,Valiant (voice),Male,14175,2005,Valiant,34,"Perth, Scotland, UK"
530,7218,Kristanna Loken,Rayne,Female,168705,2005,BloodRayne,26,"Ghent, New York, USA"
531,16970,Ivana Baquero,Ofelia,Female,1417,2006,Pan's Labyrinth,12,"Barcelona, Spain"
532,122468,Riisa Naka,Makoto Konno (voice),Female,14069,2006,The Girl Who Leapt Through Time,17,"Nagasaki, Japan"
533,17271,Brandon Routh,Superman / Clark Kent,Male,1452,2006,Superman Returns,27,"Des Moines, Iowa, USA"
534,1619,Chow Yun-Fat,Emperor Ping,Male,1494,2006,Curse of the Golden Flower,51,"Lamma Island, Hong Kong"
535,13445,Tia Carrere,Nani,Female,21316,2006,Leroy & Stitch,39,"Honolulu, Hawaii, USA"
536,119241,Junichi Okada,Arren (voice),Male,37933,2006,Tales from Earthsea,26,
537,19487,Jay Hernandez,Paxton,Male,1690,2006,Hostel,28,"Montebello, California, USA"
538,74370,Nicole Oliver,Ashlyn,Female,13002,2006,Barbie in the 12 Dancing Princesses,42,
539,22123,Jordana Brewster,Chrissie,Female,10781,2006,The Texas Chainsaw Massacre: The Beginning,26,"Panama City, Panama"
540,21986,Reba McEntire,Dixie (voice),Female,9948,2006,The Fox and the Hound 2,51,"McAlester, Oklahoma, USA"
541,11179,Sean Biggerstaff,Ben Willis,Male,12225,2006,Cashback,23,"Glasgow, Scotland"
542,17678,Rudy Youngblood,Jaguar Paw,Male,1579,2006,Apocalypto,24,
543,1532,Bill Murray,Garfield (voice),Male,9513,2006,Garfield: A Tail of Two Kitties,56,"Wilmette, Illinois, USA"
544,15897,Larry the Cable Guy,Mater (voice),Male,13934,2006,Mater and the Ghostlight,43,"Pawnee City, Nebraska, U.S."
545,7431,Kevin Zegers,Woody Deane,Male,37725,2006,It's a Boy Girl Thing,22,"Woodstock, Ontario, Canada"
546,4430,Sharon Stone,Catherine Tramell,Female,3093,2006,Basic Instinct 2,48,"Meadville, Pennsylvania, USA"
547,8329,Radha Mitchell,Rose Da Silva,Female,588,2006,Silent Hill,33,"Melbourne, Victoria, Australia"
548,109,Elijah Wood,Mumble (voice),Male,9836,2006,Happy Feet,25,"Cedar Rapids, Iowa, USA"
549,31078,Tatsuya Fujiwara,Light Yagami,Male,16140,2006,Death Note: The Last Name,24,"Saitama, Japan"
550,36422,Luke Wilson,"Cpl. ""Average Joe"" Bauers/""Not Sure""",Male,7512,2006,Idiocracy,35,"Dallas, Texas, USA"
551,33515,Kazunari Ninomiya,Kuro / Itachi (voice),Male,13754,2006,Tekkonkinkreet,23,"Tokyo, Japan"
552,2157,Robin Williams,Bob Munro,Male,9530,2006,RV,55,Chicago - Illinois - USA
553,19766,Sook-Yin Lee,Sofia,Female,1378,2006,Shortbus,0,
554,57189,Ryan Newman,Little Girl (voice),Female,9297,2006,Monster House,8,"Manhattan Beach, California, USA"
555,78875,Louis Koo,Jimmy Lee,Male,15077,2006,Election 2,36,Hong Kong
556,40980,Susan May Pratt,Amy,Female,9592,2006,Open Water 2: Adrift,32,"Lansing, Michigan"
557,18352,Patrick Dempsey,Kenai (voice),Male,10010,2006,Brother Bear 2,40,"Lewiston, Maine, USA"
558,2178,Forest Whitaker,Idi Amin,Male,1523,2006,The Last King of Scotland,45,"Longview, Texas, USA"
559,55061,Kajol,Zooni Ali Beg,Female,8453,2006,Fanaa,32,"Mumbai, Maharashtra, India"
560,15033,Justin Long,Bartleby Gaines,Male,9788,2006,Accepted,28,"Fairfield, Connecticut, USA"
561,955,Penélope Cruz,Maria Alvarez,Female,1969,2006,Bandidas,32,"  Madrid, Spain"
562,11022,Aaron Stanford,Doug Bukowski,Male,9792,2006,The Hills Have Eyes,30,Westford - Massachusetts - USA
563,15758,Queen Latifah,Georgia Byrd,Female,17379,2006,Last Holiday,36,"Newark, New Jersey, USA "
564,33260,Freddie Prinze Jr.,Pi (voice),Male,19595,2006,Shark Bait,30,Los Angeles - California - USA
565,5367,Zach Braff,Tom Reilly,Male,13171,2006,The Ex,31,"South Orange, New Jersey, USA"
566,2408,Jamel Debbouze,Saïd Otmari,Male,2016,2006,Days of Glory,31,"Trappes, Yvelines, Ile-de France, France"
567,84513,Erin Kelly,Annabelle,Female,19344,2006,Loving Annabelle,25,"San Diego, California, USA"
568,31031,Kyla Pratt,Maya Dolittle,Female,18843,2006,Dr. Dolittle 3,20," Los Angeles, California, USA"
569,67773,Steve Martin,Inspector Jacques Clouseau,Male,12096,2006,The Pink Panther,61,"Waco, Texas, USA"
570,4784,Laura Dern,Nikki Grace / Susan Blue,Female,1730,2006,Inland Empire,39,"Los Angeles, California, USA"
571,3899,Ken Watanabe,General Tadamichi Kuribayashi,Male,1251,2006,Letters from Iwo Jima,47,"Koide, Niigata, Japan"
572,68307,Luke Mably,Prince Edvard,Male,15590,2006,The Prince & Me 2: The Royal Wedding,30,"London, England, UK"
573,2219,Tobey Maguire,Peter Parker / Spider-Man,Male,559,2007,Spider-Man 3,32,"Santa Monica, California, USA"
574,17606,Imogen Poots,Tammy Harris,Female,1562,2007,28 Weeks Later,18,"London, England, UK"
575,65524,Ioan Gruffudd,Reed Richards / Mr. Fantastic,Male,1979,2007,Fantastic 4: Rise of the Silver Surfer,34,"Llwydcoed, Aberdare, Glamorgan, Wales, UK"
576,10872,Patton Oswalt,Remy (voice),Male,2062,2007,Ratatouille,38,Portsmouth - Virginia - USA
577,56389,Steven Pasquale,Dallas Howard,Male,440,2007,Aliens vs Predator: Requiem,31,"Hershey, Pennsylvania, U.S."
578,2176,Tommy Lee Jones,Sheriff Ed Tom Bell,Male,6977,2007,No Country for Old Men,61,"San Saba, Texas, USA"
579,198,Dan Castellaneta,Homer / Itchy / Barney / Grampa / Stage Manager / Krusty the Clown / Mayor Quimby / Mayor's Aide / Multi-Eyed Squirrel / Panicky Man / Sideshow Mel / Mr. Teeny / EPA Official / Kissing Cop / Bear / Boy on Phone / NSA Worker / Officer / Santa's Little Helper / Squeaky-Voiced Teen (voice),Male,35,2007,The Simpsons Movie,50,Chicago - Illinois - USA
580,79006,Kenji Mizuhashi,Takaki Tohno (voice),Male,38142,2007,5 Centimeters per Second,32,"Tokyo, Japan"
581,5538,Ray Winstone,Beowulf / Golden Man / Dragon,Male,2310,2007,Beowulf,50,"Hackney, London, England, UK"
582,776,Eddie Murphy,Norbit / Rasputia / Mr. Wong,Male,9757,2007,Norbit,46,"Brooklyn, New York, USA"
583,15112,Tom Selleck,Cornelius Robinson (voice),Male,1267,2007,Meet the Robinsons,62,"Detroit, Michigan, USA"
584,6856,Kurt Russell,Stuntman Mike McKay,Male,1991,2007,Death Proof,56,"Springfield, Massachusetts, USA"
585,45589,Dakota Blue Richards,Lyra Belacqua,Female,2268,2007,The Golden Compass,13,"Brighton, East Sussex, England"
586,26973,John White,Erik Stifler,Male,8277,2007,American Pie Presents: Beta House,26," Toronto, Ontario, Canada "
587,113676,Helena Mattsson,Miranda Hollander,Female,15212,2007,Species: The Awakening,23,"Stockholm, Sweden"
588,81667,Jennifer Hale,Cinderella (voice),Female,16119,2007,Cinderella III: A Twist in Time,35,"Goose Bay, Newfoundland, Canada"
589,9290,Henry Rollins,Dale Murphy,Male,13186,2007,Wrong Turn 2: Dead End,46,"Washington, District of Columbia, USA"
590,13275,Tadanobu Asano,Temudjin,Male,12246,2007,Mongol: The Rise of Genghis Khan,34,"Yokohama, Kanagawa, Japan"
591,90596,Katie Featherston,Katie,Female,23827,2007,Paranormal Activity,25,"Texas, USA"
592,16377,Jerry Seinfeld,Barry B. Benson (voice),Male,5559,2007,Bee Movie,53,"Brooklyn, New York, USA"
593,66441,Talulah Riley,Annabelle Fritton,Female,10748,2007,St. Trinian's,22,"Hertfordshire, England, UK"
594,76999,Jess Weixler,Dawn O'Keefe,Female,13121,2007,Teeth,26,"Louisville, Kentucky, USA"
595,3416,Demi Moore,Laura Quinn,Female,13195,2007,Flawless,45,"Roswell, New Mexico, US"
596,78139,Blythe Auffarth,Meg Loughlin,Female,15356,2007,The Girl Next Door,22,"Pleasant Valley, New York, USA"
597,2299,Josh Hartnett,Eben Oleson,Male,4513,2007,30 Days of Night,29,"Saint Paul, Minnesota, USA"
598,15762,Tara Strong,Ben Tenyson,Female,15403,2007,Ben 10: Secret of the Omnitrix,34,"Toronto, Ontario, Canada"
599,133212,Ryan Kwanten,Jamie Ashen,Male,14001,2007,Dead Silence,31,"Sydney, New South Wales, Australia"
600,83660,Tomoya Nagase,"Nameless (""Nanashi"")",Male,13980,2007,Sword of the Stranger,29,
601,74927,Joakim Nätterqvist,Arn Magnusson,Male,13491,2007,Arn: The Knight Templar,33,"Gamla Uppsala, Sweden"
602,8210,Wes Bentley,Thomas,Male,13474,2007,P2,29,"Jonesboro, Arkansas, USA"
603,66,Chris Tucker,Det. James Carter,Male,5174,2007,Rush Hour 3,36,"Atlanta, Georgia, USA"
604,21430,Natassia Malthe,Rayne,Female,17456,2007,BloodRayne: Deliverance,33,"Oslo, Norway"
605,16850,Rose McGowan,Cherry Darling,Female,1992,2007,Planet Terror,34,"Florence, Tuscany, Italy"
606,56890,Malcolm McDowell,Dr. Loomis,Male,2082,2007,Halloween,64,"Horsforth, Yorkshire, England, UK"
607,46300,Alexander Nathan Etel,Angus MacMorrow,Male,54318,2007,The Water Horse,13,"Manchester, England, UK"
608,2296,Clive Owen,Smith,Male,4141,2007,Shoot 'Em Up,43,"Keresley, Coventry, Warwickshire, England, UK"
609,1336,Jet Li,General Ma Xinyi,Male,14392,2007,The Warlords,44,"Beijing, China"
610,1604,Lluís Homar,Hilbert,Male,5595,2007,Fermat's Room,50,"Barcelona, Barcelona, Catalonia, Spain"
611,20666,Samy Naceri,Daniel Morales,Male,2335,2007,Taxi 4,46,Paris - France
612,19907,Belén Rueda,Laura,Female,6537,2007,The Orphanage,42,"Madrid, Spain"
613,448,Hilary Swank,Holly,Female,6023,2007,P.S. I Love You,33,"Lincoln, Nebraska, USA"
614,6194,Claire Danes,Yvaine,Female,2270,2007,Stardust,28,"Manhattan, New York, USA"
615,63797,Alistair Abell,Faban (voice),Male,16962,2007,Barbie Fairytopia: Magic of the Rainbow,0,"Wawanesa, Manitoba, Canada"
616,52583,Wagner Moura,Capitão Nascimento,Male,7347,2007,Elite Squad,31,"Rodelas, Bahia, Brazil"
617,52139,Seth MacFarlane,Peter Griffin as Han Solo / Brian Griffin as Chewbacca / Stewie Griffin as Darth Vader / Glenn Quagmire as C-3PO / Tom Tucker as Imperial Newscaster / Carter Pewterschmidt as Uncle Owen / Additional Voices (voice),Male,278468,2007,Family Guy Presents: Blue Harvest,34,"Kent, Connecticut, USA"
618,18354,Bridget Moynahan,Amy Newman,Female,14211,2007,Prey,36,"Binghamton, New York, United States"
619,819,Edward Norton,Bruce Banner / The Hulk,Male,1724,2008,The Incredible Hulk,39,"Boston, Massachusetts, USA"
620,670,Ben Burtt,WALL·E / M-O (voice),Male,10681,2008,WALL·E,60,"New York, USA"
621,78036,Michael Copon,Mathayus,Male,13486,2008,The Scorpion King: Rise of a Warrior,26,"Chesapeake, Virginia, USA"
622,55084,Sean Faris,Jake Tyler,Male,8456,2008,Never Back Down,26,"Houston, Texas, USA"
623,2372,Ron Perlman,Hellboy,Male,11253,2008,Hellboy II: The Golden Army,58,"New York City, New York, USA"
624,34202,Matt Lanter,Anakin Skywalker (voice),Male,12180,2008,Star Wars: The Clone Wars,25,"Ohio, USA "
625,57599,Seann William Scott,Wheeler,Male,15373,2008,Role Models,32,"Cottage Grove, Minnesota, USA"
626,73355,Georgia Groome,Georgia,Female,12689,2008,"Angus, Thongs and Perfect Snogging",16,"Nottingham, England, UK"
627,17521,Kelly Reilly,Jenny,Female,13510,2008,Eden Lake,31,"Surrey, England, UK"
628,25130,Ben Barnes,Prince Caspian,Male,2454,2008,The Chronicles of Narnia: Prince Caspian,27,"London, England, UK"
629,54499,Briana Evigan,Andie West,Female,8328,2008,Step Up 2: The Streets,22,"Los Angeles, California, USA"
630,51991,Michael Stahl-David,Rob Hawkins,Male,7191,2008,Cloverfield,26,"Chicago, Illinois, USA"
631,34923,Atsuko Tanaka,Motoko Kusanagi (voice),Female,14092,2008,Ghost in the Shell 2.0,46,"Maebashi, Gunma Prefecture, Japan"
632,56614,Ray Stevenson,Frank Castle / The Punisher,Male,13056,2008,Punisher: War Zone,44,Lisburn - Northern Ireland - UK
633,57207,Tony Jaa,Tien,Male,16353,2008,Ong Bak 2,32,Surin Thailand
634,190,Clint Eastwood,Walt Kowalski,Male,13223,2008,Gran Torino,78,"San Francisco, California, USA"
635,52262,Sean Maguire,Leonidas,Male,7278,2008,Meet the Spartans,32,"Ilford, Essex, England, UK"
636,38941,Jim Sturgess,Ben Campbell,Male,8065,2008,21,30,"England, UK"
637,27763,Casper Van Dien,Johnny Rico,Male,11127,2008,Starship Troopers 3: Marauder,40,"Milton, Florida, USA"
638,79795,Shiloh Fernandez,Rickie,Male,23966,2008,Deadgirl,23," Ukiah, California, U.S."
639,17140,Abigail Breslin,Kit Kittredge,Female,8359,2008,Kit Kittredge: An American Girl,12,"New York City, New York, USA"
640,27103,Graham Phillips,Ben Tennyson,Male,16000,2008,Ben 10: Race Against Time,15,"Norwalk, Ohio, USA"
641,54815,Steven Strait,D’Leh,Male,7840,2008,"10,000 BC",22,"New York City, New York, USA"
642,7317,Peter Sallis,Wallace (voice),Male,14447,2008,A Matter of Loaf and Death,87,"Twickenham, England, UK"
643,12640,David Duchovny,Fox Mulder,Male,8836,2008,The X Files: I Want to Believe,48,"New York City, New York, USA"
644,6279,Alexis Bledel,Lena Kaligaris,Female,10188,2008,The Sisterhood of the Traveling Pants 2,27,"Houston, Texas, USA"
645,4493,Catherine Bell,Cassandra Nightingale,Female,32790,2008,The Good Witch,40,"London, England, UK"
646,51944,Mike Epps,Boog (Voice),Male,13690,2008,Open Season 2,38,"Indianapolis, Indiana, USA"
647,74360,Tabitha St. Germain,Willa / Coral / Flutterpixie (voice),Female,18198,2008,Barbie Mariposa and Her Butterfly Fairy Friends,32,"Boston, Massachusetts, USA"
648,18269,Brendan Fraser,Mo 'Silvertongue' Folchart,Male,2309,2008,Inkheart,40,"Indianapolis, Indiana, USA"
649,24891,Clovis Cornillac,Asterix,Male,2395,2008,Asterix at the Olympic Games,41,"Lyon, Rhône, France"
650,81160,Belén Fabra,Valérie,Female,19173,2008,Diary of a Nymphomaniac,31,"Tortosa, Tarragona Province, Catalonia, Spain"
651,20738,Song Kang-ho,"Yoon Tae-goo, the Weird",Male,15067,2008,"The Good, The Bad, The Weird",41,"KyungNam, South Korea"
652,1844,Til Schweiger,Jack Carver,Male,7916,2008,Far Cry,45,"Freiburg im Breisgau, Germany"
653,25837,Elisha Cuthbert,Jordan Roark,Female,14197,2008,My Sassy Girl,26,"Calgary, Alberta, Canada"
654,11023,Shawn Ashmore,Eric,Male,11152,2008,The Ruins,29,"Richmond, British Columbia, Canada"
655,25934,David Boreanaz,Hal Jordan / Green Lantern (voice),Male,14011,2008,Justice League: The New Frontier,39,"Buffalo, New York, USA"
656,37769,Tanit Phoenix,Alexandria,Female,208802,2008,Kamasutra Nights,24,"Durban, KwaZulu-Natal, South Africa"
657,77289,Catinca Untaru,Alexandria,Female,14784,2008,The Fall,11,"Bucharest, Romania"
658,2628,Kiefer Sutherland,Ben Carson,Male,13515,2008,Mirrors,42,"Paddington, London, England, UK"
659,57755,Woody Harrelson,Roy,Male,6687,2008,Transsiberian,47,"Midland, Texas, USA"
660,28238,David Hasselhoff,Hammet,Male,14863,2008,Anaconda 3: Offspring,56,"Baltimore, Maryland, USA"
661,21946,Cyril Raffaelli,Damien,Male,15357,2009,District 13: Ultimatum,35,France
662,17183,Jackie Earle Haley,Walter Kovacs / Rorschach,Male,13183,2009,Watchmen,48,"Northridge, California, U.S."
663,68812,Ed Asner,Carl Fredricksen (voice),Male,14160,2009,Up,80,"Kansas City, Missouri, USA"
664,501,Dakota Fanning,Coraline Jones (voice),Female,14836,2009,Coraline,15,"Conyers, Georgia, USA"
665,1205,Richard Gere,Parker Wilson,Male,28178,2009,Hachi: A Dog's Tale,60,"Philadelphia, Pennsylvania, USA"
666,52848,Isla Fisher,Rebecca Bloomwood,Female,20048,2009,Confessions of a Shopaholic,33,"Muscat, Oman"
667,6065,Dennis Quaid,General Hawk,Male,14869,2009,G.I. Joe: The Rise of Cobra,55,"Houston, Texas, USA"
668,1281,Freddie Highmore,Arthur Montgomery,Male,26505,2009,Arthur and the Revenge of Maltazard,17,"Camden Town, London, England, UK "
669,21657,Vera Farmiga,Kate Coleman,Female,21208,2009,Orphan,36,"Clifton, Passaic County, New Jersey, USA"
670,15563,Anika Noni Rose,Tiana (voice),Female,10198,2009,The Princess and the Frog,37,"Bloomfield, Connecticut, USA"
671,290,Christopher Plummer,1 (voice),Male,12244,2009,9,80,"Toronto, Ontario, Canada"
672,7499,Jared Leto,Nemo Nobody (old & adult),Male,31011,2009,Mr. Nobody,38,"Bossier City, Louisiana, USA"
673,69899,Zachary Levi,Toby,Male,23398,2009,Alvin and the Chipmunks: The Squeakquel,29,"Lake Charles, Louisiana, USA"
674,368,Reese Witherspoon,Susan Murphy / Ginormica (voice),Female,15512,2009,Monsters vs Aliens,33,"New Orleans, Louisiana, USA"
675,51992,Odette Annable,Casey Beldon,Female,13788,2009,The Unborn,24,"Los Angeles, California, USA"
676,112013,Rain,Raizo,Male,22832,2009,Ninja Assassin,27,"Seosan, South Chungcheong Province, South Korea"
677,87440,Chris Carmack,Sam Reide,Male,16258,2009,The Butterfly Effect 3: Revelations,29,"Washington, D.C., United States"
678,95038,Johanna Braddy,Lisa,Female,1977,2009,The Grudge 3,22,"Atlanta, Georgia, USA"
679,15831,Frank Welker,Scooby-Doo (voice),Male,22620,2009,Scooby-Doo! The Mystery Begins,63,"Denver, Colorado, USA"
680,59620,Gemma Arterton,Alice Creed,Female,38542,2009,The Disappearance of Alice Creed,23,"Gravesend, Kent, England"
681,1461,George Clooney,Ryan Bingham,Male,22947,2009,Up in the Air,48,"Lexington, Kentucky, USA"
682,52763,Aamir Khan,Rancho,Male,20453,2009,3 Idiots,44,"Mumbai, Maharashtra, India"
683,6283,Michael Nyqvist,Mikael Blomkvist,Male,15472,2009,The Girl with the Dragon Tattoo,49,"Stockholm, Stockholms län, Sweden"
684,2440,Bill Nighy,Viktor,Male,12437,2009,Underworld: Rise of the Lycans,60,"Surrey, England, UK "
685,61831,Sammi Hanratty,Chrissa Maxwell,Female,18182,2009,An American Girl: Chrissa Stands Strong,14,"Scottsdale, Arizona, USA"
686,26510,Eugene Levy,Mr. Levenstein,Male,26123,2009,American Pie Presents: The Book of Love,63,"Hamilton, Ontario, Canada"
687,94421,Bobby Campo,Nick O'Bannon,Male,19912,2009,The Final Destination,26,Wheeling - West Virginia - USA
688,53492,Sam Huntington,Eric,Male,13532,2009,Fanboys,27,"Peterborough, New Hampshire, USA"
689,90451,Tom Sturridge,Carl,Male,18947,2009,The Boat That Rocked,24,"London, England"
690,90582,Tom Frederic,Nate,Male,23823,2009,Wrong Turn 3: Left for Dead,0,"Yokohama, Japan"
691,56366,Ross McCall,Dave,Male,15809,2009,Green Street Hooligans 2,33,Port Glasgow - Scotland - UK
692,60279,Fred Tatasciore,Hulk (voice),Male,101907,2009,Hulk vs. Thor,0,New York City - New York - USA
693,96669,Evan McGuire,Brendan (voice),Male,26963,2009,The Secret of Kells,0,
694,4764,John C. Reilly,Larten Crepsley,Male,24418,2009,Cirque du Freak: The Vampire's Assistant,44,"Chicago, Illinois, USA"
695,10,Bob Peterson,Dug / Alpha (voice),Male,24589,2009,Dug's Special Mission,48,"Wooster, Ohio, USA"
696,11107,Ben Foster,Bower,Male,19898,2009,Pandorum,29,Boston - Massachusetts - USA
697,78262,Olivia May,Katie Powers,Female,14912,2009,18 Year Old Virgin,24,"Fresno, California, USA"
698,9137,Renée Zellweger,Emily Jenkins,Female,28355,2009,Case 39,40,"Katy, Texas, USA"
699,32205,Brendan Fletcher,Bill Williamson,Male,38780,2009,Rampage,28,"Comox Valley, British Columbia, Canada"
700,51300,Derek Mears,Jason Vorhees,Male,13207,2009,Friday the 13th,37,Bakersfield - California - USA
701,3490,Adrien Brody,Clive,Male,37707,2009,Splice,36,"New York City, New York, USA"
702,192,Morgan Freeman,Keith Ripley,Male,14979,2009,Thick as Thieves,72,"Memphis, Tennessee, USA"
703,21688,Bae Doona,Nozomi,Female,25053,2009,Air Doll,30,"Seoul, South Korea"
704,117861,Maxime Godart,Nicolas,Male,31203,2009,Little Nicholas,10,
705,11366,Lorenzo Lamas,Allan Baxter,Male,17911,2009,Mega Shark vs Giant Octopus,51,"Santa Monica, California, US"
706,32895,Kevin James,Paul Blart,Male,14560,2009,Paul Blart: Mall Cop,44,Stony Brook - New York - USA
707,132078,DJ Qualls,Kyle Edwards,Male,20618,2009,Road Trip: Beer Pong,31,Nashville - Tennessee - USA
708,96081,Julia Voth,Trixie,Female,26715,2009,Bitch Slap,24,"Saskatchewan, Canada"
709,16376,Larry David,Boris Yellnikoff,Male,19265,2009,Whatever Works,62,"Brooklyn, New York City, New York, USA"
710,76996,Jonathan Bennett,Van Wilder,Male,19824,2009,Van Wilder: Freshman Year,28,"Rossford, Ohio, USA"
711,80576,Max Records,Max,Male,16523,2009,Where the Wild Things Are,12,
712,2144,Tobin Bell,Jigsaw / John,Male,41439,2010,Saw: The Final Chapter,68,"Queens, New York City, New York, USA"
713,227611,Mirai Shida,Arrietty (voice),Female,51739,2010,The Secret World of Arrietty,17,"Ayase, Japan"
714,15265,Srđan Todorović,Milos,Male,73861,2010,A Serbian Film,45,"Belgrade, Serbia"
715,23659,Will Ferrell,Megamind (voice),Male,38055,2010,Megamind,43,"Irvine, California, USA"
716,39995,Michael Cera,Scott Pilgrim,Male,22538,2010,Scott Pilgrim vs. the World,22,"Brampton, Ontario, Canada"
717,12073,Mike Myers,Shrek (voice),Male,10192,2010,Shrek Forever After,47,"Scarborough, Ontario, Canada"
718,54693,Emma Stone,Olive Penderghast,Female,37735,2010,Easy A,22,"Scottsdale, Arizona, USA"
719,19728,Mark Harmon,Superman (voice),Male,30061,2010,Justice League: Crisis on Two Earths,59,Burbank - California - USA
720,25246,Andy Lau,Detective Dee,Male,48492,2010,Detective Dee and the Mystery of the Phantom Flame,49,"Tai Po, Hong Kong"
721,5527,Skandar Keynes,Edmund Prevensie,Male,10140,2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,19,"Camden, London, England, UK"
722,138009,Rick Malambri,Luke,Male,41233,2010,Step Up 3D,28,"Florida, USA"
723,11006,James Marsden,Diggs (voice),Male,39691,2010,Cats & Dogs: The Revenge of Kitty Galore,37,"Stillwater, Oklahoma, USA"
724,127387,Yuri Lowenthal,Sammy (voice),Male,49953,2010,A Turtle's Tale: Sammy's Adventures,39,"Alliance, Ohio, U.S."
725,15577,Emily Barclay,Gylfie (voice),Female,41216,2010,Legend of the Guardians: The Owls of Ga'Hoole,26,"Plymouth, Devon, England, UK"
726,77122,María Valverde,Babi,Female,61979,2010,Three Steps Above Heaven,23,"Madrid, Spain"
727,1951,Elisabeth Shue,Julie Forester,Female,43593,2010,Piranha 3D,47,"Wilmington, Delaware, USA"
728,70336,Won Bin,Cha Tae-sik,Male,51608,2010,The Man from Nowhere,33,"Gangwon-do, South Korea"
729,3036,John Cusack,Adam,Male,23048,2010,Hot Tub Time Machine,44,"Evanston, Illinois, USA"
730,25541,Katherine Heigl,Jen Kornfeldt,Female,37821,2010,Killers,32,"Washington, D.C., USA"
731,9828,Garrett Hedlund,Sam Flynn,Male,20526,2010,TRON: Legacy,26,"Roseau, Minnesota, USA "
732,74358,Kelly Sheridan,Merliah,Female,34134,2010,Barbie in A Mermaid Tale,33,"Ottawa, Ontario, Canada"
733,1239270,Matthew J. Munn,Boog / Doug (voice),Male,51170,2010,Open Season 3,0,
734,112741,Nathaniel Brown,Oscar,Male,34647,2010,Enter the Void,22,"Richmond, Virginia, USA"
735,88816,Noah Ringer,Aang,Male,10196,2010,The Last Airbender,14,Dallas
736,59222,George Newbern,Kal-El / Clark Kent / Superman (voice),Male,43641,2010,Superman/Shazam!: The Return of Black Adam,46,"Little Rock, Arkansas, USA"
737,82400,Vincent Zhao,Su Can / Su Qi-Er,Male,37034,2010,True Legend,38,"Ning'an, Heilongjiang, China"
738,119834,Necar Zadegan,Elena,Female,56743,2010,Elena Undone,28,"Heidelberg, Baden-Wurttemberg, Germany"
739,1223726,Robbie Amell,Fred,Male,47533,2010,Scooby-Doo! Curse of the Lake Monster,22,"Toronto, Canada"
740,18082,Timothy Olyphant,David,Male,29427,2010,The Crazies,42,"Honolulu, Hawaii, USA"
741,72440,Brendan Fehr,James McKinsey,Male,40080,2010,The Cutting Edge: Fire & Ice,33,"New Westminster, British Columbia, Canada"
742,56323,Tina Fey,Claire Foster,Female,35056,2010,Date Night,40,"Upper Darby, Pennsylvania, USA"
743,11678,Rainn Wilson,Frank Darbo,Male,45132,2010,Super,44,"Seattle, Washington, USA"
