,movie id,overview,popularity rank,release year,title,budget,revenue,actor id,actor name,character,gender
385,7984,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",86,1993,In the Name of the Father,13000000,65796862,11856.0,Daniel Day-Lewis,Gerry Conlon,Male
386,10619,"Master Wong and his disciples enroll in the 'Dancing Lion Competition' to stop an assassination plot and to battle an arrogant, deceitful opponent.",87,1993,Once Upon a Time in China III,0,27540561,1336.0,Jet Li,Wong Fei Hung,Male
387,21450,"Johnny flees Manchester for London, to avoid a beating from the family of a girl he has raped. There he finds an old girlfriend, and spends some time homeless, spending much of his time ranting at strangers, and meeting characters in plights very much like his own.",88,1993,Naked,0,0,11207.0,David Thewlis,Johnny,Male
388,65137,"Deadbeat dad kidnaps his kids from the bus to an abusive foster home and they go on a run. The cops are after them, they bicker constantly and his idea of a way out is grim, yet this dangerous ride might just turn them into a family.",89,1993,Father Hood,0,3418141,723.0,Patrick Swayze,Jack Charles,Male
389,10909,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",90,1993,Kalifornia,9000000,2395231,287.0,Brad Pitt,Early Grayce,Male
390,1049,"Set in the south of the United States just after the Civil War, Laurel Sommersby is just managing to work the farm without her husband Jack, believed killed in the Civil War. By all accounts, Jack Sommersby was not a pleasant man, thus when he returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart...",91,1993,Sommersby,0,140081992,1038.0,Jodie Foster,Laurel Sommersby,Female
391,17796,"A vain actor, his best friend, and an activist end up at a mutant freak farm run by a weirdo scientist.",92,1993,Freaked,13000000,29296,15110.0,Brooke Shields,Skye Daley,Female
392,12519,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",93,1993,Sirens,0,7770731,3291.0,Hugh Grant,Anthony Campion,Male
393,78247,"A young girl travels to Cairo to visit her father, and becomes unwillingly involved with a bizarre sadomasochistic cult led by the charismatic Paul Chevalier, who is a descendant of the Marquis de Sade.",94,1993,Night Terrors,0,0,5139.0,Robert Englund,Marquis De Sade,Male
394,4722,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",95,1993,Body Snatchers,13000000,428868,5503.0,Gabrielle Anwar,Marti Malone,Female
395,8873,"A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornee.",96,1993,Wayne's World 2,0,47965000,12073.0,Mike Myers,Wayne Campbell,Male
396,25748,"Arriving in Gatlin, Nebraska, a news-reporter and his son get wind of a story about the youth in the town murdering their parents finds that a series of brutal murders are revealed to be worshipers of the corn-stalks and try to stop them before they carry out their plans.",97,1993,Children of the Corn II: The Final Sacrifice,900000,6980986,102714.0,Terence Knox,John Garrett,Male
397,14919,"An old flame of Bruce Wayne's strolls into town, re-heating up the romance between the two. At the same time, a mass murderer with an axe for one hand begins systematically eliminating Gotham's crime bosses. Due to the person's dark appearance, he is mistaken for Batman. Now on the run, Batman must solve the mystery and deal with the romance between him and Andrea Beaumont.",98,1993,Batman: Mask of the Phantasm,6000000,5617391,34947.0,Kevin Conroy,Batman / Bruce Wayne (voice),Male
398,9386,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",99,1993,In the Line of Fire,40000000,176997168,190.0,Clint Eastwood,Secret Service Agent Frank Horrigan,Male
399,29098,"A creature of demonic nature, too hideous to have a name, once again terrorizes the college kids that summoned it.",100,1993,The Unnamable II,1000000,0,102904.0,Mark Kinsey Stephenson,Randolph Carter,Male
400,680,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",1,1994,Pulp Fiction,8000000,213928762,8891.0,John Travolta,Vincent Vega,Male
401,278,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",2,1994,The Shawshank Redemption,25000000,28341469,504.0,Tim Robbins,Andy Dufresne,Male
402,13,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him. “Forrest Gump” is the story of a man who rises above his challenges and who proves that determination, courage, and love are more important than ability.",3,1994,Forrest Gump,55000000,677945399,31.0,Tom Hanks,Forrest Gump,Male
403,101,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",4,1994,Leon: The Professional,16000000,45284974,1003.0,Jean Reno,Léon Montana,Male
404,8587,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,5,1994,The Lion King,45000000,987483777,4756.0,Matthew Broderick,Simba (voice),Male
405,854,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",6,1994,The Mask,23000000,351583407,206.0,Jim Carrey,Stanley Ipkiss / The Mask,Male
406,15969,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",7,1994,The Return of Jafar,3500000,0,15827.0,Scott Weinger,Aladdin (voice),Male
407,36955,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",8,1994,True Lies,115000000,378882411,1100.0,Arnold Schwarzenegger,Harry Tasker,Male
408,9495,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.",9,1994,The Crow,15000000,94000000,57700.0,Brandon Lee,Eric Draven,Male
409,241,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,10,1994,Natural Born Killers,34000000,50282766,57755.0,Woody Harrelson,Mickey Knox,Male
410,11104,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",11,1994,Chungking Express,0,0,56830.0,Brigitte Lin,Woman in blonde wig,Female
411,44251,"The film opens with a Saiyan Space pod flying through space and crash-landing on Earth out of which a wounded Saiyan crawls out: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustation and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.",12,1994,Dragon Ball Z: Broly - Second Coming,0,0,90496.0,Masako Nozawa,Son Goku / Son Gohan / Son Goten (voice),Female
412,15283,"The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances.",13,1994,Pom Poko,0,0,86856.0,Shinchou Kokontei,Narrator (voice),Male
413,3049,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!",14,1994,Ace Ventura: Pet Detective,15000000,107217396,206.0,Jim Carrey,Ace Ventura,Male
414,2164,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",15,1994,Stargate,55000000,196567262,6856.0,Kurt Russell,Colonel Jonathan “Jack” O'Neil,Male
415,39106,"Jaga Bada, Mr. Satan's old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada's scientist have found a way to resurrect Broly, the legendary Super Saiyan.",16,1994,Dragon Ball Z: Bio-Broly,0,0,90496.0,Masako Nozawa,Son Goku / Son Goten (voice),Female
416,17809,"Chen Zhen, a Chinese engineering student in Kyoto, who braves the insults and abuse of his Japanse fellow students for his local love Mitsuko Yamada, daughter of the director, returns in 1937 to his native Shangai, under Japanse protectorate -in fact military occupation- after reading about the death of his kung-fu master Hou Ting-An in a fight against the Japanese champion Ryuichi Akutagawa.",17,1994,Fist of Legend,0,1907743,1336.0,Jet Li,Chen Zhen,Male
417,8467,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",18,1994,Dumb and Dumber,16000000,247275374,206.0,Jim Carrey,Lloyd Christmas,Male
418,628,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",19,1994,Interview with the Vampire,60000000,223664608,287.0,Brad Pitt,Louis de Pointe du Lac,Male
419,15997,"In search of some adventure in their safe and peaceful valley, the five dinosaur friends make a hideaway. From there, they spot two thieves in action, stealing an egg from one of their broods. They chase them down and manage to recover the egg without its parents noticing, but in the process, accidentally create an opening into the valley, allowing two dreaded Sharptooths in. Everyone must fight them off together to preserve their peaceful way of life. Written by Cynan Rees",20,1994,The Land Before Time II: The Great Valley Adventure,0,0,79020.0,Scott McAfee,Littlefoot (voice),Male
420,11596,"In this meta horror film, a demonic entity uses the fictional character of Freddy Krueger to enter the real world and torment ""Elm Street"" heroine Heather Langenkamp and her family.",21,1994,New Nightmare,14000000,18090181,5141.0,Heather Langenkamp,Herself / Nancy Thompson,Female
421,11212,"Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",22,1994,Baby's Day Out,50000000,16671505,3266.0,Joe Mantegna,Eddie,Male
422,12207,"Returning home with his father after a shopping expedition, Wong Fei-Hong is unwittingly caught up in the battle between foreigners who wish to export ancient Chinese artifacts and loyalists who don't want the pieces to leave the country. Fei-Hong must fight against the foreigners using his Drunken Boxing style, and overcome his father's antagonism as well.",23,1994,The Legend of Drunken Master,10000000,11555430,18897.0,Jackie Chan,Wong Fei-hung,Male
423,22586,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",24,1994,The Swan Princess,20000000,9771658,9260.0,Michelle Nicastro,Princess Odette (voice),Female
424,1909,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",25,1994,Don Juan DeMarco,25000000,22200000,85.0,Johnny Depp,Don Juan deMarco,Male
425,888,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,26,1994,The Flintstones,46000000,341631208,1230.0,John Goodman,Fred Flintstone,Male
426,36593,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he is to find out what top terrorist, Rocco, has planned for when he escapes. Frank's wife, Jane, is desperate for a baby.. this adds to Frank's problems. A host of celebrities at the Academy awards ceremony are humiliated by Frank as he blunders his way trying to foil Rocco.",27,1994,Naked Gun 33⅓: The Final Insult,30000000,51132598,7633.0,Leslie Nielsen,Lt. Frank Drebin,Male
427,28032,The tiny girl meets a fairy prince who saves her from the creatures of the woods.,28,1994,Thumbelina,28000000,11373501,63978.0,Jodi Benson,Thumbelina (voice),Female
429,26127,"Wellman Santee (Dolph Lundgren) a former race car driver, whose livelihood is transporting exotic stolen super cars, is involved, with his partner Eddie, in shoot out, resulting in the deaths of his friend and a highway cop. Santee is framed for the cop's murder and jailed in a maximum security prison. A few months later, Santee breaks out after narrowly escaping an attempt on his life. He reaches a local diner where he steals a car, abducts the owner, Rita and flees, completely unaware that his hostage is a deputy sheriff. A massive manhunt ensues, spearheaded by Lt. Severance a tough, obessive cop. Santee leads the detective and his men on a dramatic high speed chase, from the desert wilderness to the streets of downtown Los Angeles. Santee's out to clear his name and when it comes to getting even, he's taking revenge into overdrive.",30,1994,Joshua Tree,9000000,0,16644.0,Dolph Lundgren,Wellman Anthony Santee,Male
430,11667,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,31,1994,Street Fighter,35000000,99423521,15111.0,Jean-Claude Van Damme,Colonel William Guile,Male
431,1637,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",32,1994,Speed,30000000,350448145,6384.0,Keanu Reeves,Jack Traven,Male
432,712,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,33,1994,Four Weddings and a Funeral,6000000,254700832,3291.0,Hugh Grant,Charles,Male
433,2654,"With the disappearance of hack horror writer Sutter Cane, all Hell is breaking loose...literally! Author Cane, it seems, has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End.",34,1994,In the Mouth of Madness,8000000,8946600,4783.0,Sam Neill,John Trent,Male
434,11546,"The Russians need help in dealing with the Mafia and so they seek help with the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",35,1994,Police Academy: Mission to Moscow,0,126247,57351.0,George Gaynes,Eric Lassard,Male
435,11853,"Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily.",36,1994,Bad Girls,0,15240435,289.0,Madeleine Stowe,Cody Zamora,Female
436,6280,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",37,1994,Junior,60000000,108431355,1100.0,Arnold Schwarzenegger,Dr. Alex Hesse,Male
437,306,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.",38,1994,Beverly Hills Cop III,50000000,119208989,776.0,Eddie Murphy,Axel Foley,Male
438,11011,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.",39,1994,Ri¢hie Ri¢h,40000000,0,11510.0,Macaulay Culkin,Richie Rich,Male
439,11164,"After Gordon Bombay's hockey comeback is cut short he is named coach of Team USA Hockey for the Junior Goodwill Games. Bombay reunites the Mighty Ducks and introduces a few new players, however, he finds himself distracted by his newfound fame and must regather if the Ducks are to defeat tournament favourites Iceland.",40,1994,D2: The Mighty Ducks,0,45610410,2880.0,Emilio Estevez,Coach Gordon Bombay,Male
440,15139,"Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again. Along the way he meets some interesting characters, like Fantasy, Adventure, and Horror... Written by Colin Tinto",41,1994,The Pagemaster,27000000,13670688,11510.0,Macaulay Culkin,Richard Tyler,Male
441,109,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland.",42,1994,Three Colors: White,0,0,1145.0,Zbigniew Zamachowski,Karol Karol,Male
442,32629,"A Hong Kong ""Category 3"" (exploitation) classic set during the Sung Dynasty, as a corrupt magistrate subjects a lovely, innocent young bride to inconceivable physical punishments after ""convicting"" her of killing her husband (by causing his penis to explode, of course). Plenty of raunch and unintentional humor. Viewer discretion advised.",43,1994,A Chinese Torture Chamber Story,0,0,122815.0,Julie Lee,Ki Dan-Fung,Female
443,10395,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,44,1994,Wolf,70000000,131002597,514.0,Jack Nicholson,Will Randall,Male
445,12160,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",46,1994,Wyatt Earp,63000000,25052000,1269.0,Kevin Costner,Wyatt Earp,Male
447,9587,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",48,1994,Little Women,18000000,0,1920.0,Winona Ryder,"Josephine ""Jo"" March",Female
448,18670,"A young father and his infant son are beset by forces of evil and corruption. They wander China, upholding their sense of honor and protecting the weak. When they are forced into combat, spectacular and hilarious fast-motion kung fu sequences follow. In the end, they must call on all of their abilities in a battle royale, to attempt to vanquish a supernatural man-monster or die trying.",49,1994,Legend of the Red Dragon,0,0,1336.0,Jet Li,Hung Hei-Kwun,Male
449,8984,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",50,1994,Disclosure,55000000,214015089,3392.0,Michael Douglas,Tom Sanders,Male
450,10714,"Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.",51,1994,The Jungle Book,0,43,58319.0,Jason Scott Lee,Mowgli,Male
451,8850,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",52,1994,The Shadow,25000000,48063435,7447.0,Alec Baldwin,Lamont Cranston/The Shadow,Male
452,9331,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,53,1994,Clear and Present Danger,62000000,215887717,3.0,Harrison Ford,Jack Ryan,Male
453,18674,"A corrupt businessman commits a murder and the only witness is the girlfriend of another businessman with close connections to the Chinese government, so a bodyguard from Beijing is dispatched to help two Hong Kong cops protect the witness.",54,1994,The Defender,0,0,1336.0,Jet Li,Allan Hui Ching Yeung,Male
454,21588,"A cemetery man has the unusual problem of the dead rising from the grave. Himself and his assistant must end these creatures' lives again after they are reborn. Everything is going well until ""She"" comes along and stirs things up a bit.",55,1994,Cemetery Man,4000000,0,4757.0,Rupert Everett,Francesco Dellamorte,Male
455,236,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",56,1994,Muriel's Wedding,3000000,15119639,3051.0,Toni Collette,Muriel Heslop / Mariel Heslop-Van Arckle,Female
456,9058,"A childhood incident has convinced Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to settle down and marry a foot doctor, Faith impulsively flies to Venice when it seems that she may be able to finally encounter the man of her dreams. Instead, she meets the charming Peter Wright. But can they fall in love if she still believes that she is intended to be with someone else?",57,1994,Only You,0,0,3141.0,Marisa Tomei,Faith Corvatch,Female
457,3036,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",58,1994,Frankenstein,45000000,112006296,380.0,Robert De Niro,The Creature,Male
458,11317,"Vada Sultenfuss has a holiday coming up, and an assignment: to do and essay on someone she admires and has never met. She decides she wants to do an assignment on her mother, but quickly realises she knows very little about her. She manages to get her father to agree to let her go to LA to stay with her Uncle Phil and do some research on her mother.",59,1994,My Girl 2,0,0,707.0,Dan Aykroyd,Harry Sultenfuss,Male
459,11231,"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",60,1994,The Next Karate Kid,12000000,15826984,23915.0,Pat Morita,Sgt. Kesuke Miyagi,Male
460,11010,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,61,1994,The Postman,0,0,24366.0,Philippe Noiret,Pablo Neruda,Male
461,35614,"A friendly troll with a magic green thumb grows one flower too many for the queen, whose laws require all trolls to be mean ugly and scare humans whenever possible. As a punishment, he is exiled to a world of concrete, where he should live a life of proper trolldom: Manhattan.",62,1994,A Troll in Central Park,23000000,71368,6844.0,Dom DeLuise,Stanley (voice),Male
462,50797,"Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his dacha with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things change dramatically with the unheralded arrival of Cousin Dmitri from Moscow, who charms the women and little Nadia with his games and pianistic bravura. But Kotov isn't fooled: this is the time of Stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that Dmitri isn't paying a social call...",63,1994,Burnt by the Sun,2800000,2616503,82796.0,Nikita Mikhalkov,Col. Sergei Petrovich Kotov,Male
463,11795,"Sean Barker became the unwilling host to an alien bio-armor known as the Guyver. A year ago he destroyed the Kronos Corporation, an organization of mutants who want the Guyver. Now he is trying to find why the Guyver unit forces him to fight and kill evil.",64,1994,Guyver: Dark Hero,0,0,10995.0,David Hayter,Sean Barker,Male
464,11395,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",65,1994,The Santa Clause,10000000,0,12898.0,Tim Allen,Santa Claus / Scott Calvin,Male
465,25284,"Looking to escape her unhappy marriage, villainous femme fatale Bridget Gregory (Linda Fiorentino) convinces her husband, Clay (Bill Pullman), to sell cocaine, then steals the profits and runs out on him. She stops in a small town en route to Chicago, where she ensnares her next conquest, insurance man Mike Swale (Peter Berg). After getting a job at his insurance company, Bridget convinces Mike to run a scam -- but things take a deadly turn when she recruits him to help get rid of her husband.",66,1994,The Last Seduction,2500000,0,9625.0,Linda Fiorentino,Bridget Gregory,Female
466,31439,Fugui and Jiazhen endure tumultuous events in China as their personal fortunes move from wealthy landownership to peasantry.,67,1994,To Live,0,0,76913.0,Ge You,Xu Fugui,Male
467,18395,"Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work. Smugglers, and detectives, follow him to the island, where they try to retrieve the film. Elliot begins falling in love with Lisa, the head mistress of the island, and Lisa must evaluate her feelings about Elliot and her own motivations.",68,1994,Exit to Eden,0,6841570,65002.0,Dana Delany,Lisa Emerson,Female
468,8986,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",69,1994,Milk Money,0,18137661,29369.0,Melanie Griffith,V,Female
469,11450,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.,70,1994,Quiz Show,0,0,1241.0,John Turturro,Herbie Stempel,Male
470,26337,"Detective Kyle Bodine falls for Rachel Munro who is trapped in a violent marriage. After shooting her husband, Kyle relucantly agrees to help hide the body, but Kyle's partner is showing an unusual flair for finding clues.",71,1994,China Moon,0,0,228.0,Ed Harris,Kyle Bodine,Male
471,193,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,72,1994,Star Trek: Generations,38000000,120000000,2387.0,Patrick Stewart,Captain Jean-Luc Picard,Male
472,9057,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,73,1994,Terminal Velocity,50000000,16478900,6952.0,Charlie Sheen,"Richard ""Ditch“ Brodie",Male
473,10660,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",74,1994,It Could Happen to You,0,0,2963.0,Nicolas Cage,Charlie Lang,Male
474,2124,"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.",75,1994,Color of Night,40000000,19726050,62.0,Bruce Willis,Dr. Bill Capa,Male
475,11777,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,76,1994,I.Q.,25000000,0,504.0,Tim Robbins,Ed Walters,Male
476,10510,"A little girl discovers dreams can come true if you really believe. Six-year-old Susan Walker has doubts about childhood's most enduring miracle - Santa Claus. Her mother told her the 'secret' about Santa a long time ago. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all something to believe in.",77,1994,Miracle on 34th Street,0,46264384,11717.0,Mara Wilson,Susan Walker,Female
477,4476,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",78,1994,Legends of the Fall,30000000,160638883,287.0,Brad Pitt,Tristan Ludlow,Male
478,9369,"When marauding Romans capture - and catapult - their pal Getafix into lands unknown, the shrewd and cunning Asterix and his able sidekick Obelix spring into action! But their journey leads them to a strange and dangerous new world, where they must face a tribe of Indians, a stampeding herd of buffalo and a medicine man with designs on their magic potion!",79,1994,Asterix Conquers America,0,0,34676.0,Roger Carel,Astérix (voice),Male
