,genre,movie id,title
1728,Comedy,7300,One Fine Day
1729,Romance,7300,One Fine Day
1730,Fantasy,9327,The Nutty Professor
1731,Comedy,9327,The Nutty Professor
1732,Romance,9327,The Nutty Professor
1733,Science Fiction,9327,The Nutty Professor
1734,Comedy,9101,Down Periscope
1735,Action,12123,Chain Reaction
1736,Drama,12123,Chain Reaction
1737,Science Fiction,12123,Chain Reaction
1738,Thriller,12123,Chain Reaction
1739,Horror,10779,The Frighteners
1740,Comedy,10779,The Frighteners
1741,Horror,755,From Dusk Till Dawn
1742,Action,755,From Dusk Till Dawn
1743,Thriller,755,From Dusk Till Dawn
1744,Crime,755,From Dusk Till Dawn
1745,Comedy,9401,2 Days in the Valley
1746,Crime,9401,2 Days in the Valley
1747,Horror,9431,Bordello of Blood
1748,Comedy,9431,Bordello of Blood
1749,Comedy,11543,Kingpin
1750,Drama,28005,Kama Sutra - A Tale of Love
1751,History,28005,Kama Sutra - A Tale of Love
1752,Romance,28005,Kama Sutra - A Tale of Love
1753,Crime,819,Sleepers
1754,Drama,819,Sleepers
1755,Thriller,819,Sleepers
1756,Fantasy,11962,Joe's Apartment
1757,Comedy,11962,Joe's Apartment
1758,Music,11962,Joe's Apartment
1759,Drama,9879,Striptease
1760,Thriller,9879,Striptease
1761,Crime,9879,Striptease
1762,Action,9103,The Quest
1763,Adventure,9103,The Quest
1764,Comedy,9304,Multiplicity
1765,Fantasy,9304,Multiplicity
1766,Science Fiction,9304,Multiplicity
1767,Mystery,12531,The Apartment
1768,Drama,12531,The Apartment
1769,Romance,12531,The Apartment
1770,Documentary,42314,Looking for Richard
1771,Action,3595,Ransom
1772,Thriller,3595,Ransom
1773,History,8818,Evita
1774,Drama,8818,Evita
1775,Comedy,9894,The Cable Guy
1776,Drama,9894,The Cable Guy
1777,Thriller,9894,The Cable Guy
1778,Animation,3179,Beavis and Butt-Head Do America
1779,Comedy,3179,Beavis and Butt-Head Do America
1780,Drama,9100,The Craft
1781,Fantasy,9100,The Craft
1782,Horror,9100,The Craft
1783,Thriller,9100,The Craft
1784,Comedy,9100,The Craft
1785,Action,10534,White Squall
1786,Drama,10534,White Squall
1787,Adventure,10534,White Squall
1788,Action,9333,Last Man Standing
1789,Crime,9333,Last Man Standing
1790,Drama,9333,Last Man Standing
1791,Thriller,9333,Last Man Standing
1792,Mystery,9333,Last Man Standing
1793,Animation,18975,The Adventures of Pinocchio
1794,Family,18975,The Adventures of Pinocchio
1795,Fantasy,18975,The Adventures of Pinocchio
1796,Comedy,3573,Emma
1797,Drama,3573,Emma
1798,Romance,3573,Emma
1799,Comedy,9591,That Thing You Do!
1800,Drama,9591,That Thing You Do!
1801,Romance,9591,That Thing You Do!
1802,Action,9400,Set It Off
1803,Crime,9400,Set It Off
1804,Drama,9400,Set It Off
1805,Drama,1630,The People vs. Larry Flynt
1806,Drama,26949,In Love and War
1807,Romance,26949,In Love and War
1808,Comedy,11000,The Birdcage
1809,Comedy,38223,Harriet the Spy
1810,Drama,38223,Harriet the Spy
1811,Family,38223,Harriet the Spy
1812,Drama,18220,Poison Ivy 2: Lily
1813,Romance,18220,Poison Ivy 2: Lily
1814,Thriller,18220,Poison Ivy 2: Lily
1815,Action,11228,Daylight
1816,Adventure,11228,Daylight
1817,Thriller,11228,Daylight
1818,Drama,9302,Up Close & Personal
1819,Romance,9302,Up Close & Personal
1820,Horror,11069,Tremors 2: Aftershocks
1821,Action,11069,Tremors 2: Aftershocks
1822,Comedy,11069,Tremors 2: Aftershocks
1823,Science Fiction,11069,Tremors 2: Aftershocks
1824,Crime,11412,The Long Kiss Goodnight
1825,Action,11412,The Long Kiss Goodnight
1826,Mystery,11412,The Long Kiss Goodnight
1827,Thriller,11412,The Long Kiss Goodnight
1828,Comedy,9536,Bio-Dome
1829,Fantasy,8840,DragonHeart
1830,Action,11076,Fly Away Home
1831,Adventure,11076,Fly Away Home
1832,Drama,11076,Fly Away Home
1833,Family,11076,Fly Away Home
1834,Comedy,13997,Black Sheep
1835,Drama,9623,The Juror
1836,Thriller,9623,The Juror
1837,Adventure,25059,Homeward Bound II: Lost in San Francisco
1838,Comedy,25059,Homeward Bound II: Lost in San Francisco
1839,Drama,25059,Homeward Bound II: Lost in San Francisco
1840,Family,25059,Homeward Bound II: Lost in San Francisco
1841,Action,10861,Maximum Risk
1842,Adventure,10861,Maximum Risk
1843,Thriller,10861,Maximum Risk
1844,Comedy,11229,Freeway
1845,Drama,11229,Freeway
1846,Thriller,11229,Freeway
1847,Action,10680,D3: The Mighty Ducks
1848,Comedy,10680,D3: The Mighty Ducks
1849,Drama,10680,D3: The Mighty Ducks
1850,Family,10680,D3: The Mighty Ducks
1851,Drama,9095,Mary Reilly
1852,Horror,9095,Mary Reilly
1853,Thriller,9095,Mary Reilly
1854,Romance,9095,Mary Reilly
1855,Action,9268,Eraser
1856,Drama,9268,Eraser
1857,Mystery,9268,Eraser
1858,Thriller,9268,Eraser
1859,Action,10061,Escape from L.A.
1860,Adventure,10061,Escape from L.A.
1861,Science Fiction,10061,Escape from L.A.
1862,Thriller,10061,Escape from L.A.
1863,Action,47260,Caught
1864,Drama,47260,Caught
1865,Thriller,47260,Caught
1866,Romance,19042,All Dogs Go to Heaven 2
1867,Animation,19042,All Dogs Go to Heaven 2
1868,Family,19042,All Dogs Go to Heaven 2
1869,Adventure,19042,All Dogs Go to Heaven 2
1870,Fantasy,19042,All Dogs Go to Heaven 2
1871,Comedy,12559,First Kid
1872,Family,12559,First Kid
1873,Comedy,9390,Jerry Maguire
1874,Drama,9390,Jerry Maguire
1875,Romance,9390,Jerry Maguire
1876,Comedy,19287,Leprechaun 4: In Space
1877,Fantasy,19287,Leprechaun 4: In Space
1878,Horror,19287,Leprechaun 4: In Space
1879,Science Fiction,19287,Leprechaun 4: In Space
1880,Action,9460,Black Mask
1881,Science Fiction,199,Star Trek: First Contact
1882,Action,199,Star Trek: First Contact
1883,Adventure,199,Star Trek: First Contact
1884,Thriller,199,Star Trek: First Contact
1885,Action,42911,Skyscraper
1886,Adventure,42911,Skyscraper
1887,Action,39148,Dragon Ball: The Path to Power
1888,Animation,39148,Dragon Ball: The Path to Power
1889,Drama,10684,Courage Under Fire
1890,Thriller,10684,Courage Under Fire
1891,Mystery,10684,Courage Under Fire
1892,War,10684,Courage Under Fire
1893,Drama,1770,Michael Collins
1894,Thriller,1770,Michael Collins
1895,History,1770,Michael Collins
1896,Family,19164,The Land Before Time IV: Journey Through the Mists
1897,Animation,19164,The Land Before Time IV: Journey Through the Mists
1898,Adventure,19164,The Land Before Time IV: Journey Through the Mists
1899,Science Fiction,11867,Barb Wire
1900,TV Movie,15691,Doctor Who
1901,Adventure,15691,Doctor Who
1902,Science Fiction,15691,Doctor Who
1903,Crime,9303,Bound
1904,Drama,9303,Bound
1905,Romance,9303,Bound
1906,Thriller,9303,Bound
1907,Drama,10543,Fear
1908,Thriller,10543,Fear
1909,Romance,10543,Fear
1910,Comedy,13685,Bottle Rocket
1911,Crime,13685,Bottle Rocket
1912,Drama,13685,Bottle Rocket
1913,Comedy,10218,Swingers
1914,Romance,10218,Swingers
1915,Action,2320,Executive Decision
1916,Adventure,2320,Executive Decision
1917,Drama,2320,Executive Decision
1918,Thriller,2320,Executive Decision
1919,Drama,884,Crash
1920,Thriller,884,Crash
1921,Romance,884,Crash
1922,Drama,9294,Phenomenon
1923,Fantasy,9294,Phenomenon
1924,Romance,9294,Phenomenon
1925,Science Fiction,9294,Phenomenon
1926,Action,9208,Broken Arrow
1927,Adventure,9208,Broken Arrow
1928,Drama,9208,Broken Arrow
1929,Thriller,9208,Broken Arrow
1930,Drama,9819,Marvin's Room
1931,Adventure,36355,Flipper
1932,Family,36355,Flipper
1933,Comedy,2928,Michael
1934,Drama,2928,Michael
1935,Fantasy,2928,Michael
1936,Comedy,23570,The Pallbearer
1937,Romance,23570,The Pallbearer
1938,Crime,1645,A Time to Kill
1939,Drama,1645,A Time to Kill
1940,Thriller,1645,A Time to Kill
1941,Horror,10280,Thinner
1942,Thriller,10280,Thinner
1943,Comedy,2925,The First Wives Club
1944,Action,10535,Spy Hard
1945,Comedy,10535,Spy Hard
1946,Family,9279,Jingle All the Way
1947,Comedy,9279,Jingle All the Way
1948,Comedy,46227,Susie Q
1949,Drama,46227,Susie Q
1950,Family,46227,Susie Q
1951,Mystery,46227,Susie Q
1952,TV Movie,46227,Susie Q
1953,Adventure,18,The Fifth Element
1954,Fantasy,18,The Fifth Element
1955,Action,18,The Fifth Element
1956,Thriller,18,The Fifth Element
1957,Science Fiction,18,The Fifth Element
1958,Drama,597,Titanic
1959,Romance,597,Titanic
1960,Thriller,597,Titanic
1961,Action,607,Men in Black
1962,Adventure,607,Men in Black
1963,Comedy,607,Men in Black
1964,Science Fiction,607,Men in Black
1965,Adventure,128,Princess Mononoke
1966,Fantasy,128,Princess Mononoke
1967,Animation,128,Princess Mononoke
1968,Thriller,782,Gattaca
1969,Science Fiction,782,Gattaca
1970,Mystery,782,Gattaca
1971,Romance,782,Gattaca
1972,Comedy,637,Life Is Beautiful
1973,Drama,637,Life Is Beautiful
1974,Animation,9444,Anastasia
1975,Family,9444,Anastasia
1976,Drama,1813,The Devil's Advocate
1977,Mystery,1813,The Devil's Advocate
1978,Thriller,1813,The Devil's Advocate
1979,Fantasy,1813,The Devil's Advocate
1980,Action,1701,Con Air
1981,Thriller,1701,Con Air
1982,Crime,1701,Con Air
1983,Animation,10494,Perfect Blue
1984,Thriller,10494,Perfect Blue
1985,Comedy,9714,Home Alone 3
1986,Family,9714,Home Alone 3
1987,Action,1639,Speed 2: Cruise Control
1988,Adventure,1639,Speed 2: Cruise Control
1989,Thriller,1639,Speed 2: Cruise Control
1990,Action,4824,The Jackal
1991,Thriller,4824,The Jackal
1992,Adventure,4824,The Jackal
1993,Crime,4824,The Jackal
1994,Science Fiction,415,Batman & Robin
1995,Action,415,Batman & Robin
1996,Fantasy,415,Batman & Robin
1997,Comedy,415,Batman & Robin
1998,Science Fiction,8078,Alien Resurrection
1999,Horror,8078,Alien Resurrection
2000,Action,8078,Alien Resurrection
2001,Action,10336,Spawn
2002,Adventure,10336,Spawn
2003,Fantasy,10336,Spawn
2004,Horror,10336,Spawn
2005,Science Fiction,10336,Spawn
2006,Thriller,10336,Spawn
2007,Animation,13313,Beauty and the Beast: The Enchanted Christmas
2008,Family,13313,Beauty and the Beast: The Enchanted Christmas
2009,Animation,11970,Hercules
2010,Family,11970,Hercules
2011,Fantasy,11970,Hercules
2012,Adventure,11970,Hercules
2013,Comedy,11970,Hercules
2014,Romance,11970,Hercules
2015,Drama,9769,Lolita
2016,Romance,9769,Lolita
2017,Science Fiction,816,Austin Powers: International Man of Mystery
2018,Comedy,816,Austin Powers: International Man of Mystery
2019,Crime,816,Austin Powers: International Man of Mystery
2020,Adventure,563,Starship Troopers
2021,Action,563,Starship Troopers
2022,Thriller,563,Starship Troopers
2023,Science Fiction,563,Starship Troopers
2024,Crime,2118,L.A. Confidential
2025,Drama,2118,L.A. Confidential
2026,Mystery,2118,L.A. Confidential
2027,Thriller,2118,L.A. Confidential
2028,Drama,489,Good Will Hunting
2029,Thriller,431,Cube
2030,Science Fiction,431,Cube
2031,Mystery,431,Cube
2032,Comedy,1281,Bean
2033,Drama,638,Lost Highway
2034,Thriller,638,Lost Highway
2035,Mystery,638,Lost Highway
2036,Adventure,714,Tomorrow Never Dies
2037,Action,714,Tomorrow Never Dies
2038,Thriller,714,Tomorrow Never Dies
2039,Horror,8413,Event Horizon
2040,Science Fiction,8413,Event Horizon
2041,Mystery,8413,Event Horizon
2042,Comedy,6283,MouseHunt
2043,Family,6283,MouseHunt
2044,Comedy,1624,Liar Liar
2045,Action,754,Face/Off
2046,Crime,754,Face/Off
2047,Science Fiction,754,Face/Off
2048,Thriller,754,Face/Off
2049,Drama,686,Contact
2050,Science Fiction,686,Contact
2051,Mystery,686,Contact
2052,Fantasy,4961,Mimic
2053,Horror,4961,Mimic
2054,Thriller,4961,Mimic
2055,Science Fiction,4961,Mimic
2056,Horror,4233,Scream 2
2057,Mystery,4233,Scream 2
2058,Action,9619,Dante's Peak
2059,Adventure,9619,Dante's Peak
2060,Thriller,9619,Dante's Peak
2061,Drama,9619,Dante's Peak
2062,Action,4421,G.I. Jane
2063,Drama,4421,G.I. Jane
2064,Drama,18329,Happy Together
2065,Romance,18329,Happy Together
2066,Science Fiction,10357,Volcano
2067,Action,10357,Volcano
2068,Drama,10357,Volcano
2069,Thriller,10357,Volcano
2070,Action,10347,Dobermann
2071,Crime,10347,Dobermann
2072,Comedy,39346,Casper: A Spirited Beginning
2073,Family,39346,Casper: A Spirited Beginning
2074,Comedy,8675,Orgazmo
2075,Action,11210,Robinson Crusoe
2076,Adventure,11210,Robinson Crusoe
2077,Drama,11210,Robinson Crusoe
2078,Drama,2649,The Game
2079,Thriller,2649,The Game
2080,Mystery,2649,The Game
2081,Drama,11975,The Rainmaker
2082,Crime,11975,The Rainmaker
2083,Thriller,11975,The Rainmaker
2084,Drama,6072,One Eight Seven
2085,Thriller,6072,One Eight Seven
2086,Fantasy,54113,The Swan Princess: Escape from Castle Mountain
2087,Animation,54113,The Swan Princess: Escape from Castle Mountain
2088,Romance,54113,The Swan Princess: Escape from Castle Mountain
2089,Family,54113,The Swan Princess: Escape from Castle Mountain
2090,Crime,9407,Red Corner
2091,Drama,9407,Red Corner
2092,Thriller,9407,Red Corner
2093,Drama,9746,Kundun
2094,Adventure,10603,George of the Jungle
2095,Comedy,10603,George of the Jungle
2096,Family,10603,George of the Jungle
2097,Romance,10603,George of the Jungle
2098,Family,19165,The Land Before Time V: The Mysterious Island
2099,Animation,19165,The Land Before Time V: The Mysterious Island
2100,Adventure,19165,The Land Before Time V: The Mysterious Island
2101,Horror,3597,I Know What You Did Last Summer
2102,Thriller,3597,I Know What You Did Last Summer
2103,Mystery,3597,I Know What You Did Last Summer
2104,Comedy,11419,Vegas Vacation
2105,Adventure,9360,Anaconda
2106,Horror,9360,Anaconda
2107,Thriller,9360,Anaconda
2108,Adventure,17832,Kull the Conqueror
2109,Fantasy,17832,Kull the Conqueror
2110,Action,17832,Kull the Conqueror
2111,Science Fiction,17832,Kull the Conqueror
2112,Thriller,18222,Poison Ivy: The New Seduction
2113,Romance,18222,Poison Ivy: The New Seduction
2114,Drama,18222,Poison Ivy: The New Seduction
2115,Drama,18415,Gummo
2116,Crime,184,Jackie Brown
2117,Thriller,184,Jackie Brown
2118,Drama,184,Jackie Brown
2119,Drama,2163,Breakdown
2120,Action,2163,Breakdown
2121,Thriller,2163,Breakdown
2122,Crime,12219,12 Angry Men
2123,Drama,12219,12 Angry Men
2124,Comedy,9446,Jungle 2 Jungle
2125,Family,9446,Jungle 2 Jungle
2126,Crime,10155,U Turn
2127,Thriller,10155,U Turn
2128,Action,14289,Fire Down Below
2129,Adventure,14289,Fire Down Below
2130,Crime,14289,Fire Down Below
2131,Thriller,14289,Fire Down Below
2132,Drama,14289,Fire Down Below
2133,Comedy,2898,As Good as It Gets
2134,Romance,2898,As Good as It Gets
2135,Crime,5910,Fireworks
2136,Drama,5910,Fireworks
2137,Drama,1902,Open Your Eyes
2138,Thriller,1902,Open Your Eyes
2139,Drama,9437,Kiss the Girls
2140,Mystery,9437,Kiss the Girls
2141,Thriller,9437,Kiss the Girls
2142,Crime,9437,Kiss the Girls
2143,Action,10620,Once Upon a Time in China and America
2144,Western,10620,Once Upon a Time in China and America
2145,Crime,10622,Mr. Nice Guy
2146,Action,10622,Mr. Nice Guy
2147,Comedy,10622,Mr. Nice Guy
2148,Action,6623,The Peacemaker
2149,Thriller,6623,The Peacemaker
2150,Drama,21832,Neon Genesis Evangelion: Death and Rebirth
2151,Science Fiction,21832,Neon Genesis Evangelion: Death and Rebirth
2152,Animation,21832,Neon Genesis Evangelion: Death and Rebirth
2153,Adventure,11425,"Honey, We Shrunk Ourselves"
2154,Comedy,11425,"Honey, We Shrunk Ourselves"
2155,Family,11425,"Honey, We Shrunk Ourselves"
2156,Science Fiction,11425,"Honey, We Shrunk Ourselves"
2157,Action,11425,"Honey, We Shrunk Ourselves"
2158,Comedy,586,Wag the Dog
2159,Drama,586,Wag the Dog
2160,Comedy,20737,Air Bud
2161,Family,20737,Air Bud
2162,Drama,20737,Air Bud
2163,Action,9416,Money Talks
2164,Adventure,9416,Money Talks
2165,Comedy,9416,Money Talks
2166,Comedy,2255,Chasing Amy
2167,Drama,2255,Chasing Amy
2168,Romance,2255,Chasing Amy
2169,Family,30537,Aur Pyaar Ho Gaya
2170,Romance,30537,Aur Pyaar Ho Gaya
2171,Drama,30537,Aur Pyaar Ho Gaya
2172,Drama,1968,Fools Rush In
2173,Comedy,1968,Fools Rush In
2174,Romance,1968,Fools Rush In
2175,Drama,12723,Inventing the Abbotts
2176,Romance,12723,Inventing the Abbotts
2177,Action,9415,Murder at 1600
2178,Drama,9415,Murder at 1600
2179,Mystery,9415,Murder at 1600
2180,Thriller,9415,Murder at 1600
2181,Crime,9415,Murder at 1600
2182,Comedy,9427,The Full Monty
2183,Crime,12489,Gridlock'd
2184,Drama,12489,Gridlock'd
2185,Comedy,12489,Gridlock'd
2186,TV Movie,150329,The Dukes of Hazzard: Reunion!
2187,Action,150329,The Dukes of Hazzard: Reunion!
2188,Adventure,150329,The Dukes of Hazzard: Reunion!
2189,Crime,9366,Donnie Brasco
2190,Drama,9366,Donnie Brasco
2191,Thriller,9366,Donnie Brasco
2192,Animation,14903,Pooh's Grand Adventure: The Search for Christopher Robin
2193,Family,14903,Pooh's Grand Adventure: The Search for Christopher Robin
2194,Animation,18095,Dragon Ball GT: A Hero's Legacy
2195,Family,18095,Dragon Ball GT: A Hero's Legacy
2196,Fantasy,18095,Dragon Ball GT: A Hero's Legacy
2197,Drama,18167,Another 9 1/2 Weeks
2198,Romance,18167,Another 9 1/2 Weeks
2199,Drama,9922,The Postman
2200,Adventure,9922,The Postman
2201,Science Fiction,9922,The Postman
2202,Thriller,10003,The Saint
2203,Action,10003,The Saint
2204,Romance,10003,The Saint
2205,Science Fiction,10003,The Saint
2206,Adventure,10003,The Saint
2207,Comedy,1610,Fever Pitch
2208,Romance,1610,Fever Pitch
2209,Horror,11015,The Relic
2210,Mystery,11015,The Relic
2211,Thriller,11015,The Relic
2212,Action,9772,Air Force One
2213,Thriller,9772,Air Force One
2214,Comedy,9574,Flubber
2215,Family,9574,Flubber
2216,Science Fiction,9574,Flubber
2217,Comedy,143873,The Body Beautiful
2218,Drama,4995,Boogie Nights
2219,Action,9434,Grosse Pointe Blank
2220,Comedy,9434,Grosse Pointe Blank
2221,Thriller,9434,Grosse Pointe Blank
2222,Romance,9434,Grosse Pointe Blank
2223,Action,6499,Turbo: A Power Rangers Movie
2224,Adventure,6499,Turbo: A Power Rangers Movie
2225,Family,6499,Turbo: A Power Rangers Movie
2226,Fantasy,6499,Turbo: A Power Rangers Movie
2227,Science Fiction,6499,Turbo: A Power Rangers Movie
2228,Thriller,6499,Turbo: A Power Rangers Movie
2229,TV Movie,148636,The Hunchback
2230,Romance,148636,The Hunchback
2231,Drama,148636,The Hunchback
2232,Horror,148636,The Hunchback
2233,Action,9845,Dance with the Devil
2234,Thriller,9845,Dance with the Devil
2235,Horror,9406,An American Werewolf in Paris
2236,Comedy,9406,An American Werewolf in Paris
2237,Animation,24662,Cats Don't Dance
2238,Comedy,24662,Cats Don't Dance
2239,Family,24662,Cats Don't Dance
2240,Music,24662,Cats Don't Dance
2241,Drama,857,Saving Private Ryan
2242,History,857,Saving Private Ryan
2243,War,857,Saving Private Ryan
2244,Animation,10674,Mulan
2245,Family,10674,Mulan
2246,Adventure,10674,Mulan
2247,Adventure,9487,A Bug's Life
2248,Animation,9487,A Bug's Life
2249,Comedy,9487,A Bug's Life
2250,Family,9487,A Bug's Life
2251,Comedy,50124,Monella
2252,Romance,50124,Monella
2253,Adventure,9732,The Lion King 2: Simba's Pride
2254,Animation,9732,The Lion King 2: Simba's Pride
2255,Family,9732,The Lion King 2: Simba's Pride
2256,Action,95,Armageddon
2257,Thriller,95,Armageddon
2258,Science Fiction,95,Armageddon
2259,Adventure,95,Armageddon
2260,Horror,36647,Blade
2261,Action,36647,Blade
2262,Romance,544,There's Something About Mary
2263,Comedy,544,There's Something About Mary
2264,Science Fiction,10216,Species II
2265,Action,10216,Species II
2266,Horror,10216,Species II
2267,Action,9798,Enemy of the State
2268,Drama,9798,Enemy of the State
2269,Thriller,9798,Enemy of the State
2270,Drama,73,American History X
2271,Adventure,8916,Antz
2272,Animation,8916,Antz
2273,Comedy,8916,Antz
2274,Family,8916,Antz
2275,Adventure,2157,Lost in Space
2276,Science Fiction,2157,Lost in Space
2277,Comedy,37165,The Truman Show
2278,Drama,37165,The Truman Show
2279,Drama,12159,What Dreams May Come
2280,Fantasy,12159,What Dreams May Come
2281,Romance,12159,What Dreams May Come
2282,Adventure,9837,The Prince of Egypt
2283,Animation,9837,The Prince of Egypt
2284,Drama,9837,The Prince of Egypt
2285,Family,9837,The Prince of Egypt
2286,Music,9837,The Prince of Egypt
2287,Comedy,9837,The Prince of Egypt
2288,Mystery,2666,Dark City
2289,Science Fiction,2666,Dark City
2290,Action,944,Lethal Weapon 4
2291,Adventure,944,Lethal Weapon 4
2292,Comedy,944,Lethal Weapon 4
2293,Crime,944,Lethal Weapon 4
2294,Thriller,944,Lethal Weapon 4
2295,Action,2109,Rush Hour
2296,Comedy,2109,Rush Hour
2297,Crime,2109,Rush Hour
2298,Thriller,2109,Rush Hour
2299,Action,9342,The Mask of Zorro
2300,Adventure,9342,The Mask of Zorro
2301,Action,8656,Deep Impact
2302,Drama,8656,Deep Impact
2303,Romance,8656,Deep Impact
2304,Comedy,9820,The Parent Trap
2305,Drama,9820,The Parent Trap
2306,Family,9820,The Parent Trap
2307,Romance,9820,The Parent Trap
2308,Comedy,3050,Doctor Dolittle
2309,Family,3050,Doctor Dolittle
2310,Fantasy,3050,Doctor Dolittle
2311,Comedy,9489,You've Got Mail
2312,Romance,9489,You've Got Mail
2313,Horror,11932,Bride of Chucky
2314,Comedy,115,The Big Lebowski
2315,Crime,115,The Big Lebowski
2316,Action,8195,Ronin
2317,Thriller,8195,Ronin
2318,Crime,8195,Ronin
2319,Adventure,8195,Ronin
2320,Action,6068,Six Days Seven Nights
2321,Adventure,6068,Six Days Seven Nights
2322,Comedy,6068,Six Days Seven Nights
2323,Romance,6068,Six Days Seven Nights
2324,Thriller,11808,U.S. Marshals
2325,Crime,11808,U.S. Marshals
2326,Action,11808,U.S. Marshals
2327,Comedy,10663,The Waterboy
2328,Drama,10663,The Waterboy
2329,Comedy,11508,Addams Family Reunion
2330,Family,11508,Addams Family Reunion
2331,Fantasy,11508,Addams Family Reunion
2332,Thriller,11508,Addams Family Reunion
2333,TV Movie,11508,Addams Family Reunion
2334,Mystery,617,Wild Things
2335,Thriller,617,Wild Things
2336,Drama,617,Wild Things
2337,Drama,10220,Rounders
2338,Crime,10220,Rounders
2339,Fantasy,297,Meet Joe Black
2340,Drama,297,Meet Joe Black
2341,Mystery,297,Meet Joe Black
2342,Animation,10228,Pokémon: The First Movie: Mewtwo Strikes Back
2343,Thriller,9320,The Avengers
2344,Science Fiction,9320,The Avengers
2345,History,1934,Shakespeare in Love
2346,Romance,1934,Shakespeare in Love
2347,Comedy,1934,Shakespeare in Love
2348,Adventure,8697,Who Am I?
2349,Action,8697,Who Am I?
2350,Comedy,8697,Who Am I?
2351,Thriller,8697,Who Am I?
2352,Adventure,1878,Fear and Loathing in Las Vegas
2353,Drama,1878,Fear and Loathing in Las Vegas
2354,Comedy,1878,Fear and Loathing in Las Vegas
2355,Adventure,13761,Pocahontas II: Journey to a New World
2356,Animation,13761,Pocahontas II: Journey to a New World
2357,Romance,13761,Pocahontas II: Journey to a New World
2358,Family,13761,Pocahontas II: Journey to a New World
2359,Fantasy,2137,The Storm Riders
2360,Action,2137,The Storm Riders
2361,Adventure,2137,The Storm Riders
2362,Adventure,9447,Babe: Pig in the City
2363,Comedy,9447,Babe: Pig in the City
2364,Drama,9447,Babe: Pig in the City
2365,Family,9447,Babe: Pig in the City
2366,Fantasy,9447,Babe: Pig in the City
2367,Comedy,10353,The Visitors II: The Corridors of Time
2368,Fantasy,10353,The Visitors II: The Corridors of Time
2369,Action,2330,Taxi
2370,Comedy,2330,Taxi
2371,Crime,2330,Taxi
2372,Action,104,Run Lola Run
2373,Drama,104,Run Lola Run
2374,Thriller,104,Run Lola Run
2375,Thriller,11258,Hard Rain
2376,Drama,452,The Idiots
2377,Comedy,452,The Idiots
2378,Mystery,846,The X Files
2379,Science Fiction,846,The X Files
2380,Thriller,846,The X Files
2381,Comedy,9410,Great Expectations
2382,Drama,9410,Great Expectations
2383,Romance,9410,Great Expectations
2384,Comedy,11551,Small Soldiers
2385,Adventure,11551,Small Soldiers
2386,Fantasy,11551,Small Soldiers
2387,Science Fiction,11551,Small Soldiers
2388,Action,11551,Small Soldiers
2389,Action,9822,Mighty Joe Young
2390,Adventure,9822,Mighty Joe Young
2391,Family,9822,Mighty Joe Young
2392,Fantasy,9822,Mighty Joe Young
2393,Horror,3600,I Still Know What You Did Last Summer
2394,Mystery,3600,I Still Know What You Did Last Summer
2395,Thriller,3600,I Still Know What You Did Last Summer
2396,Horror,9276,The Faculty
2397,Science Fiction,9276,The Faculty
2398,Family,39345,Casper Meets Wendy
2399,Comedy,39345,Casper Meets Wendy
2400,Adventure,39345,Casper Meets Wendy
2401,Fantasy,18937,Quest for Camelot
2402,Animation,18937,Quest for Camelot
2403,Drama,18937,Quest for Camelot
2404,Romance,18937,Quest for Camelot
2405,Family,18937,Quest for Camelot
2406,Drama,9454,EverAfter
2407,Romance,9454,EverAfter
2408,Comedy,9454,EverAfter
2409,Drama,11854,Kuch Kuch Hota Hai
2410,Romance,11854,Kuch Kuch Hota Hai
2411,Comedy,14013,BASEketball
2412,Animation,20235,Belle's Magical World
2413,Family,20235,Belle's Magical World
2414,Family,17337,The Land Before Time VI: The Secret of Saurus Rock
2415,Animation,17337,The Land Before Time VI: The Secret of Saurus Rock
2416,Drama,14283,The Red Violin
2417,Thriller,14283,The Red Violin
2418,Mystery,14283,The Red Violin
2419,Music,14283,The Red Violin
2420,Romance,14283,The Red Violin
2421,Music,11568,Blues Brothers 2000
2422,Action,11568,Blues Brothers 2000
2423,Comedy,11568,Blues Brothers 2000
2424,Crime,11568,Blues Brothers 2000
2425,Action,8838,Mercury Rising
2426,Crime,8838,Mercury Rising
2427,Drama,8838,Mercury Rising
2428,Thriller,8838,Mercury Rising
2429,Drama,547,The Horse Whisperer
2430,Romance,547,The Horse Whisperer
2431,Science Fiction,200,Star Trek: Insurrection
2432,Action,200,Star Trek: Insurrection
2433,Adventure,200,Star Trek: Insurrection
2434,Thriller,200,Star Trek: Insurrection
2435,Comedy,100,"Lock, Stock and Two Smoking Barrels"
2436,Crime,100,"Lock, Stock and Two Smoking Barrels"
2437,Action,16767,Spriggan
2438,Animation,16767,Spriggan
2439,Science Fiction,16767,Spriggan
2440,Drama,9812,Thursday
2441,Action,9812,Thursday
2442,Crime,9812,Thursday
2443,Thriller,9812,Thursday
2444,Comedy,123338,Sex and Zen III
2445,Romance,123338,Sex and Zen III
2446,Adventure,9457,Deep Rising
2447,Action,9457,Deep Rising
2448,Horror,9457,Deep Rising
2449,Science Fiction,9457,Deep Rising
2450,Drama,1567,I Stand Alone
2451,Thriller,1567,I Stand Alone
2452,Animation,14444,The Rugrats Movie
2453,Family,14444,The Rugrats Movie
2454,Comedy,14444,The Rugrats Movie
2455,Action,9425,Soldier
2456,War,9425,Soldier
2457,Science Fiction,9425,Soldier
2458,Drama,9425,Soldier
2459,Drama,1808,Velvet Goldmine
