,Prominent,actor id,actor name,character,gender code,id,title
0,True,6193,Leonardo DiCaprio,Dom Cobb,2,27205,Inception
1,False,24045,Joseph Gordon-Levitt,Arthur,2,27205,Inception
2,False,27578,Ellen Page,Ariadne,1,27205,Inception
3,False,2524,Tom Hardy,Eames,2,27205,Inception
4,False,3899,Ken Watanabe,Saito,2,27205,Inception
5,False,2037,Cillian Murphy,Robert Fischer,2,27205,Inception
6,False,8293,Marion Cotillard,Mal,1,27205,Inception
7,False,3895,Michael Caine,Miles,2,27205,Inception
8,False,95697,Dileep Rao,Yusuf,2,27205,Inception
9,False,13022,Tom Berenger,Browning,2,27205,Inception
10,False,4935,Pete Postlethwaite,Maurice Fischer,2,27205,Inception
11,False,526,Lukas Haas,Nash,2,27205,Inception
12,False,66441,Talulah Riley,Blonde,1,27205,Inception
13,False,173212,Tohoru Masamune,Japanese Security Guard,0,27205,Inception
14,False,967376,Taylor Geare,Phillipa (5 years),1,27205,Inception
15,False,973135,Claire Geare,Phillipa (3 years),1,27205,Inception
16,False,1677266,Johnathan Geare,James (3 years),2,27205,Inception
17,False,56120,Yuji Okumoto,Saito's Attendant,2,27205,Inception
18,False,2246,Earl Cameron,Elderly Bald Man,2,27205,Inception
19,False,1677267,Ryan Hayward,Lawyer,2,27205,Inception
20,False,1334309,Miranda Nolan,Flight Attendant,1,27205,Inception
21,False,535,Russ Fega,Cab Driver,2,27205,Inception
22,False,72864,Tim Kelleher,Thin Man,2,27205,Inception
23,False,1677498,Coralie Dedykere,Bridge Sub Con,1,27205,Inception
24,False,13695,Silvie Laguna,Bridge Sub Con,0,27205,Inception
25,False,133257,Virgile Bramly,Bridge Sub Con,2,27205,Inception
26,False,1677507,Nicolas Clerc,Bridge Sub Con,2,27205,Inception
27,False,1536351,Jean-Michel Dagory,Bridge Sub Con,2,27205,Inception
28,False,203087,Marc Raducci,Lobby Sub Con,2,27205,Inception
29,True,109,Elijah Wood,Frodo Baggins,2,120,The Lord of the Rings: The Fellowship of the Ring
30,False,1327,Ian McKellen,Gandalf the Grey,2,120,The Lord of the Rings: The Fellowship of the Ring
31,False,110,Viggo Mortensen,Aragorn,2,120,The Lord of the Rings: The Fellowship of the Ring
32,False,1328,Sean Astin,"Samwise ""Sam"" Gamgee",2,120,The Lord of the Rings: The Fellowship of the Ring
33,False,882,Liv Tyler,Arwen Evenstar,1,120,The Lord of the Rings: The Fellowship of the Ring
34,False,114,Orlando Bloom,Legolas,2,120,The Lord of the Rings: The Fellowship of the Ring
35,False,655,John Rhys-Davies,Gimli,2,120,The Lord of the Rings: The Fellowship of the Ring
36,False,1330,Dominic Monaghan,"Meriadoc ""Merry"" Brandybuck",2,120,The Lord of the Rings: The Fellowship of the Ring
37,False,1329,Billy Boyd,"Peregrin ""Pippin"" Took",2,120,The Lord of the Rings: The Fellowship of the Ring
38,False,48,Sean Bean,Boromir,2,120,The Lord of the Rings: The Fellowship of the Ring
39,False,1333,Andy Serkis,Gollum / Witch-king of Angmar (voice),2,120,The Lord of the Rings: The Fellowship of the Ring
40,False,112,Cate Blanchett,Galadriel,1,120,The Lord of the Rings: The Fellowship of the Ring
41,False,113,Christopher Lee,Saruman,2,120,The Lord of the Rings: The Fellowship of the Ring
42,False,1331,Hugo Weaving,Elrond,2,120,The Lord of the Rings: The Fellowship of the Ring
43,False,65,Ian Holm,Bilbo Baggins,2,120,The Lord of the Rings: The Fellowship of the Ring
44,False,20982,Marton Csokas,Celeborn,2,120,The Lord of the Rings: The Fellowship of the Ring
45,False,1332,Craig Parker,Haldir,2,120,The Lord of the Rings: The Fellowship of the Ring
46,False,1365,Lawrence Makoare,Lurtz,2,120,The Lord of the Rings: The Fellowship of the Ring
47,False,1366,Sala Baker,Sauron / Lugdush,2,120,The Lord of the Rings: The Fellowship of the Ring
48,False,965278,Sarah McLeod,"Rose ""Rosie"" Cotton",1,120,The Lord of the Rings: The Fellowship of the Ring
49,False,1367,Alan Howard,The Ring (voice) / Sauron (voice),2,120,The Lord of the Rings: The Fellowship of the Ring
50,False,585902,Noel Appleby,Everard Proudfoot,0,120,The Lord of the Rings: The Fellowship of the Ring
51,False,1201328,Megan Edwards,Mrs. Proudfoot,0,120,The Lord of the Rings: The Fellowship of the Ring
52,False,1217771,Mark Ferguson,Ereinion Gil-galad,2,120,The Lord of the Rings: The Fellowship of the Ring
53,False,1590835,Brent McIntyre,Witch-king of Angmar,0,120,The Lord of the Rings: The Fellowship of the Ring
54,False,1142191,David Weatherley,Barliman Butterbur,0,120,The Lord of the Rings: The Fellowship of the Ring
55,False,5540,Cameron Rhodes,Farmer Maggot,0,120,The Lord of the Rings: The Fellowship of the Ring
56,False,122441,Harry Sinclair,Isildur,2,120,The Lord of the Rings: The Fellowship of the Ring
57,False,2032189,Peter McKenzie,Elendil,0,120,The Lord of the Rings: The Fellowship of the Ring
58,False,1590834,Michael Elsworth,Círdan,2,120,The Lord of the Rings: The Fellowship of the Ring
59,False,2082669,Katie Jackson,Bell Boffin,0,120,The Lord of the Rings: The Fellowship of the Ring
60,False,1201351,Billy Jackson,Minto Boffin,0,120,The Lord of the Rings: The Fellowship of the Ring
61,False,173370,Martyn Sanderson,Harry Goatleaf,2,120,The Lord of the Rings: The Fellowship of the Ring
62,False,7255,Ian Mune,Bounder,2,120,The Lord of the Rings: The Fellowship of the Ring
63,False,1201337,Victoria Beynon-Cole,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
64,False,2082666,Lee Hartley,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
65,False,2082762,Sam La Hood,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
66,False,2082763,Chris Streeter,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
67,False,1201342,Jonathan Jordan,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
68,False,2082764,Semi Kuresa,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
69,False,1361093,Clinton Ulyatt,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
70,False,2082765,Paul Bryson,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
71,False,2082766,Lance Fabian Kemp,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
72,False,2082767,Jono Manks,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
73,False,2082768,Ben Price,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
74,False,1511634,Phil Grieve,Hero Orcs / Goblins / Uruks / Ringwraiths,0,120,The Lord of the Rings: The Fellowship of the Ring
75,False,133689,Norman Forsey,"Hamfast ""Gaffer"" Gamgee (extended edition)",2,120,The Lord of the Rings: The Fellowship of the Ring
76,False,1237628,Lori Dungey,Mrs. Bracegirdle (extended edition),0,120,The Lord of the Rings: The Fellowship of the Ring
77,False,81878,Brian Sergent,Ted Sandyman (extended edition),0,120,The Lord of the Rings: The Fellowship of the Ring
78,False,1166385,William Johnson,Old Noakes (extended edition),0,120,The Lord of the Rings: The Fellowship of the Ring
79,False,1201353,Peter Corrigan,Otho Sackville-Baggins (extended edition),0,120,The Lord of the Rings: The Fellowship of the Ring
80,False,11334,Elizabeth Moody,Lobelia Sackville-Baggins (extended edition),1,120,The Lord of the Rings: The Fellowship of the Ring
81,False,67126,Timothy Bartlett,Robin Smallburrow (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
82,False,2082697,Jørn Benzon,Rúmil (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
83,False,2082754,Micha Kemp,Calaglin (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
84,False,2082679,Ben Britton,Fereveldir (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
85,False,2082755,Jonathan Harding,Dínendal / Erestor (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
86,False,2082698,Jason Secto,Nestadion / Orophin (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
87,False,105584,Bret McKenzie,Figwit (uncredited),2,120,The Lord of the Rings: The Fellowship of the Ring
88,False,1424596,Matt Appleton,Saelbeth (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
89,False,2082705,Sam Kelly,Silindë (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
90,False,8682,Gino Acevedo,Sindri (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
91,False,2082756,Xander Forterie,Uri (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
92,False,2082757,Rich Mayberry,Linnar (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
93,False,2082774,Tom Walsh,"Fredegar ""Fatty"" Bolger (uncredited)",0,120,The Lord of the Rings: The Fellowship of the Ring
94,False,108,Peter Jackson,Albert Dreary (uncredited),2,120,The Lord of the Rings: The Fellowship of the Ring
95,False,1193021,Sabine Crossen,Rivendell Elf (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
96,False,2082709,Jarl Benzon,Last Alliance Elf (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
97,False,1321,John Howe,Ring King of Men (uncredited),2,120,The Lord of the Rings: The Fellowship of the Ring
98,False,1320,Alan Lee,Ring King of Men (uncredited),2,120,The Lord of the Rings: The Fellowship of the Ring
99,False,2082770,Zo Hartley,Hobbit (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
100,False,2082772,Liz Merton,Hobbit (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
101,False,2082708,Riley Brophy,Hobbit Child (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
102,False,2082771,Taea Hartwell,Hobbit Child (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
103,False,25134,Shane Rangi,Witch-king (uncredited),2,120,The Lord of the Rings: The Fellowship of the Ring
104,False,15296,Grant Roa,Uruk-hai (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
105,False,1209728,Chris Reid,Orc (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
106,False,2082732,Samuel E. Shore,Orc (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
107,False,582967,Rachel Clentworth,Goblin (uncredited),0,120,The Lord of the Rings: The Fellowship of the Ring
108,False,1383,Thomas Robins,Hand of Gollum (uncredited),2,120,The Lord of the Rings: The Fellowship of the Ring
109,True,109,Elijah Wood,Frodo Baggins,2,121,The Lord of the Rings: The Two Towers
110,False,1327,Ian McKellen,Gandalf the White,2,121,The Lord of the Rings: The Two Towers
111,False,110,Viggo Mortensen,Aragorn,2,121,The Lord of the Rings: The Two Towers
112,False,1328,Sean Astin,"Samwise ""Sam"" Gamgee",2,121,The Lord of the Rings: The Two Towers
113,False,882,Liv Tyler,Arwen Evenstar,1,121,The Lord of the Rings: The Two Towers
114,False,114,Orlando Bloom,Legolas,2,121,The Lord of the Rings: The Two Towers
115,False,655,John Rhys-Davies,Gimli / Treebeard (voice),2,121,The Lord of the Rings: The Two Towers
116,False,1330,Dominic Monaghan,"Meriadoc ""Merry"" Brandybuck",2,121,The Lord of the Rings: The Two Towers
117,False,1329,Billy Boyd,"Peregrin ""Pippin"" Took",2,121,The Lord of the Rings: The Two Towers
118,False,1333,Andy Serkis,Gollum / Snaga (voice) / Mauhúr (voice),2,121,The Lord of the Rings: The Two Towers
119,False,112,Cate Blanchett,Galadriel,1,121,The Lord of the Rings: The Two Towers
120,False,113,Christopher Lee,Saruman,2,121,The Lord of the Rings: The Two Towers
121,False,1331,Hugo Weaving,Elrond,2,121,The Lord of the Rings: The Two Towers
122,False,1369,Bernard Hill,Théoden,2,121,The Lord of the Rings: The Two Towers
123,False,1372,Karl Urban,Éomer,2,121,The Lord of the Rings: The Two Towers
124,False,502,Miranda Otto,Éowyn,1,121,The Lord of the Rings: The Two Towers
125,False,1371,David Wenham,Faramir,2,121,The Lord of the Rings: The Two Towers
126,False,1370,Brad Dourif,Gríma Wormtongue,2,121,The Lord of the Rings: The Two Towers
127,False,1332,Craig Parker,Haldir,2,121,The Lord of the Rings: The Two Towers
128,False,941439,Olivia Tennet,Freda,1,121,The Lord of the Rings: The Two Towers
129,False,173451,Jed Brophy,Sharku / Snaga,0,121,The Lord of the Rings: The Two Towers
130,False,1356914,Calum Gittins,Haleth,0,121,The Lord of the Rings: The Two Towers
131,False,29094,John Bach,Madril,2,121,The Lord of the Rings: The Two Towers
132,False,76834,Robbie Magasiva,Mauhúr,2,121,The Lord of the Rings: The Two Towers
133,False,125938,Robyn Malcolm,Morwen,1,121,The Lord of the Rings: The Two Towers
134,False,156371,Raymond Trickitt,Bereg,2,121,The Lord of the Rings: The Two Towers
135,False,1440014,Stephen Ure,Grishnakh,0,121,The Lord of the Rings: The Two Towers
136,False,41784,Nathaniel Lees,Ugluk,2,121,The Lord of the Rings: The Two Towers
137,False,1892757,Sam Comery,Eothain,0,121,The Lord of the Rings: The Two Towers
138,False,1214345,Bruce Hopkins,Gamling,0,121,The Lord of the Rings: The Two Towers
139,False,76851,John Leigh,Háma,2,121,The Lord of the Rings: The Two Towers
140,False,1366,Sala Baker,Sauron / Lugdush,2,121,The Lord of the Rings: The Two Towers
141,False,173431,Bruce Allpress,Aldor,2,121,The Lord of the Rings: The Two Towers
142,False,2082663,Paris Howe Strewe,Théodred,0,121,The Lord of the Rings: The Two Towers
143,False,29082,Bruce Phillips,Rohan Soldier,0,121,The Lord of the Rings: The Two Towers
144,False,129394,Robert Pollock,Mordor Orc,2,121,The Lord of the Rings: The Two Towers
145,False,1201337,Victoria Beynon-Cole,Hero Orc,0,121,The Lord of the Rings: The Two Towers
146,False,2082666,Lee Hartley,Hero Orc,0,121,The Lord of the Rings: The Two Towers
147,False,1511634,Phil Grieve,Hero Orc,0,121,The Lord of the Rings: The Two Towers
148,False,1201351,Billy Jackson,Rohan Refugee Child,0,121,The Lord of the Rings: The Two Towers
149,False,2082669,Katie Jackson,Rohan Refugee Child,0,121,The Lord of the Rings: The Two Towers
150,False,48,Sean Bean,Boromir (extended edition),2,121,The Lord of the Rings: The Two Towers
151,False,1381,John Noble,Denethor (extended edition),2,121,The Lord of the Rings: The Two Towers
152,False,2082691,Timothy Lee,Freca (extended edition),0,121,The Lord of the Rings: The Two Towers
153,False,186469,Alistair Browning,Damrod (uncredited),0,121,The Lord of the Rings: The Two Towers
154,False,1590835,Brent McIntyre,Witch-king of Angmar (uncredited),0,121,The Lord of the Rings: The Two Towers
155,False,1439931,Ben Fransham,Anendel / Thandronen (uncredited),2,121,The Lord of the Rings: The Two Towers
156,False,2082662,Kester Fordham,Anglor (uncredited),0,121,The Lord of the Rings: The Two Towers
157,False,1689046,Alexander Lindsay,Erethón (uncredited),0,121,The Lord of the Rings: The Two Towers
158,False,2082695,Gareth Jensen,Lhunurion (uncredited),0,121,The Lord of the Rings: The Two Towers
159,False,2082698,Jason Secto,Thingalad (uncredited),0,121,The Lord of the Rings: The Two Towers
160,False,2082697,Jørn Benzon,Orolonn (uncredited),0,121,The Lord of the Rings: The Two Towers
161,False,2082674,Andy Gunn,Balglin (uncredited),0,121,The Lord of the Rings: The Two Towers
162,False,2082679,Ben Britton,Fereveldir (uncredited),0,121,The Lord of the Rings: The Two Towers
163,False,1373,Dan Hennah,Rohan Recruit (uncredited),2,121,The Lord of the Rings: The Two Towers
164,False,1320,Alan Lee,Rohan Recruit Child (uncredited),2,121,The Lord of the Rings: The Two Towers
165,False,2082731,Henry Mortensen,Rohan Recruit (uncredited),0,121,The Lord of the Rings: The Two Towers
166,False,571568,Alix Bushnell,Rohan Refugee (uncredited),1,121,The Lord of the Rings: The Two Towers
167,False,1961636,Kelley Kerr Young,Rohan Refugee (uncredited),0,121,The Lord of the Rings: The Two Towers
168,False,2082718,Frank Goldingham,Rohan Refugee (uncredited),0,121,The Lord of the Rings: The Two Towers
169,False,2082730,Cameron Lemon,Rohan Refugee (uncredited),0,121,The Lord of the Rings: The Two Towers
170,False,2082732,Samuel E. Shore,Rohan Refugee Elf (uncredited),0,121,The Lord of the Rings: The Two Towers
171,False,2082708,Riley Brophy,Rohan Refugee Child (uncredited),0,121,The Lord of the Rings: The Two Towers
172,False,108,Peter Jackson,Rohan Soldier (uncredited),2,121,The Lord of the Rings: The Two Towers
173,False,123,Barrie M. Osborne,Rohan Soldier (uncredited),2,121,The Lord of the Rings: The Two Towers
174,False,2082734,Greg Tozer,Rohan Soldier (uncredited),0,121,The Lord of the Rings: The Two Towers
175,False,2082710,Dorothy Anne Bonner,Rohan Woman (uncredited),0,121,The Lord of the Rings: The Two Towers
176,False,1431150,Hannah Wood,Rohan Woman (uncredited),0,121,The Lord of the Rings: The Two Towers
177,False,2082733,Dianne Smith,Rohan Woman (uncredited),0,121,The Lord of the Rings: The Two Towers
178,False,1201399,Joseph Mika-Hunt,Uruk-hai / Gondorian Soldier (uncredited),0,121,The Lord of the Rings: The Two Towers
179,False,236710,Piripi Waretini,Uruk-hai (uncredited),0,121,The Lord of the Rings: The Two Towers
180,False,2082705,Sam Kelly,Elf Warrior / Uruk-hai (uncredited),0,121,The Lord of the Rings: The Two Towers
181,False,2082709,Jarl Benzon,Elf Warrior / Rohan Stable Boy (uncredited),0,121,The Lord of the Rings: The Two Towers
182,False,2082714,Daniel Falconer,Elf Warrior / Rivendell Elf (uncredited),0,121,The Lord of the Rings: The Two Towers
183,False,1674266,Sandro Kopp,Elf Warrior (uncredited),0,121,The Lord of the Rings: The Two Towers
184,False,1475104,Alexia Fairbrother,Elf Warrior (uncredited),0,121,The Lord of the Rings: The Two Towers
185,False,1484140,Allan Smith,Dead Marshes Elf (uncredited),2,121,The Lord of the Rings: The Two Towers
186,False,558300,Karlos Drinkwater,Easterling Warrior (uncredited),0,121,The Lord of the Rings: The Two Towers
187,False,1382,Paul Norell,Easterling (uncredited),2,121,The Lord of the Rings: The Two Towers
188,True,109,Elijah Wood,Frodo Baggins,2,122,The Lord of the Rings: The Return of the King
189,False,1327,Ian McKellen,Gandalf the White,2,122,The Lord of the Rings: The Return of the King
190,False,110,Viggo Mortensen,Aragorn,2,122,The Lord of the Rings: The Return of the King
191,False,1328,Sean Astin,"Samwise ""Sam"" Gamgee",2,122,The Lord of the Rings: The Return of the King
192,False,882,Liv Tyler,Arwen Evenstar,1,122,The Lord of the Rings: The Return of the King
193,False,114,Orlando Bloom,Legolas,2,122,The Lord of the Rings: The Return of the King
194,False,655,John Rhys-Davies,Gimli / Treebeard (voice),2,122,The Lord of the Rings: The Return of the King
195,False,1330,Dominic Monaghan,"Meriadoc ""Merry"" Brandybuck",2,122,The Lord of the Rings: The Return of the King
196,False,1329,Billy Boyd,"Peregrin ""Pippin"" Took",2,122,The Lord of the Rings: The Return of the King
197,False,1333,Andy Serkis,Gollum,2,122,The Lord of the Rings: The Return of the King
198,False,112,Cate Blanchett,Galadriel,1,122,The Lord of the Rings: The Return of the King
199,False,1331,Hugo Weaving,Elrond,2,122,The Lord of the Rings: The Return of the King
200,False,65,Ian Holm,Bilbo Baggins,2,122,The Lord of the Rings: The Return of the King
201,False,1369,Bernard Hill,Théoden,2,122,The Lord of the Rings: The Return of the King
202,False,1372,Karl Urban,Éomer,2,122,The Lord of the Rings: The Return of the King
203,False,502,Miranda Otto,Éowyn,1,122,The Lord of the Rings: The Return of the King
204,False,1371,David Wenham,Faramir,2,122,The Lord of the Rings: The Return of the King
205,False,48,Sean Bean,Boromir,2,122,The Lord of the Rings: The Return of the King
206,False,1381,John Noble,Denethor,2,122,The Lord of the Rings: The Return of the King
207,False,20982,Marton Csokas,Celeborn,2,122,The Lord of the Rings: The Return of the King
208,False,1382,Paul Norell,King of the Dead,2,122,The Lord of the Rings: The Return of the King
209,False,1383,Thomas Robins,Déagol,2,122,The Lord of the Rings: The Return of the King
210,False,965278,Sarah McLeod,Rosie Cotton,1,122,The Lord of the Rings: The Return of the King
211,False,186469,Alistair Browning,Damrod,0,122,The Lord of the Rings: The Return of the King
212,False,75256,Ian Hughes,Irolas,2,122,The Lord of the Rings: The Return of the King
213,False,29094,John Bach,Madril,2,122,The Lord of the Rings: The Return of the King
214,False,1214345,Bruce Hopkins,Gamling,0,122,The Lord of the Rings: The Return of the King
215,False,122441,Harry Sinclair,Isildur,2,122,The Lord of the Rings: The Return of the King
216,False,1367,Alan Howard,The Ring (voice) / Sauron (voice),2,122,The Lord of the Rings: The Return of the King
217,False,1366,Sala Baker,Murgash / Sauron,2,122,The Lord of the Rings: The Return of the King
218,False,1365,Lawrence Makoare,Gothmog / Witch-king of Angmar,2,122,The Lord of the Rings: The Return of the King
219,False,1440014,Stephen Ure,Gorbag,0,122,The Lord of the Rings: The Return of the King
220,False,41785,Joel Tobeck,Guritz,2,122,The Lord of the Rings: The Return of the King
221,False,186448,Peter Tait,Shagrat / Corsair of Umbar,2,122,The Lord of the Rings: The Return of the King
222,False,585902,Noel Appleby,Everard Proudfoot,0,122,The Lord of the Rings: The Return of the King
223,False,1739002,Ali Astin,Elanor Gamgee,0,122,The Lord of the Rings: The Return of the King
224,False,1440015,Maisy McLeod-Riera,Frodo Gamgee,1,122,The Lord of the Rings: The Return of the King
225,False,1668317,Sadwyn Brophy,Eldarion,0,122,The Lord of the Rings: The Return of the King
226,False,105584,Bret McKenzie,Figwit,2,122,The Lord of the Rings: The Return of the King
227,False,29082,Bruce Phillips,Grimbold,0,122,The Lord of the Rings: The Return of the King
228,False,25134,Shane Rangi,Mûmakil Mahûd,2,122,The Lord of the Rings: The Return of the King
229,False,1336161,Todd Rippon,Harad Leader,0,122,The Lord of the Rings: The Return of the King
230,False,2089079,Richard Edge,Gondorian Soldier,0,122,The Lord of the Rings: The Return of the King
231,False,9383,David Aston,Gondorian Soldier,0,122,The Lord of the Rings: The Return of the King
232,False,1186354,Jason Fitch,Uruk,0,122,The Lord of the Rings: The Return of the King
233,False,129394,Robert Pollock,Orc,2,122,The Lord of the Rings: The Return of the King
234,False,173384,Ross Duncan,Orc,2,122,The Lord of the Rings: The Return of the King
235,False,7249,Pete Smith,Orc,2,122,The Lord of the Rings: The Return of the King
236,False,173451,Jed Brophy,Orc,0,122,The Lord of the Rings: The Return of the King
237,False,2082666,Lee Hartley,Orc,0,122,The Lord of the Rings: The Return of the King
238,False,1201351,Billy Jackson,Child,0,122,The Lord of the Rings: The Return of the King
239,False,2082669,Katie Jackson,Child,0,122,The Lord of the Rings: The Return of the King
240,False,113,Christopher Lee,Saruman (extended edition),2,122,The Lord of the Rings: The Return of the King
241,False,1370,Brad Dourif,Gríma Wormtongue (extended edition),2,122,The Lord of the Rings: The Return of the King
242,False,27752,Bruce Spence,Mouth of Sauron (extended edition),2,122,The Lord of the Rings: The Return of the King
243,False,1511634,Phil Grieve,Orc Commander (extended edition),0,122,The Lord of the Rings: The Return of the King
244,False,1332,Craig Parker,Gothmog (voice) / Guritz (voice) (uncredited),2,122,The Lord of the Rings: The Return of the King
245,False,2089102,Emma Deakin,Diamond Took (uncredited),0,122,The Lord of the Rings: The Return of the King
246,False,1191103,Royd Tolkien,Golasgil (uncredited),0,122,The Lord of the Rings: The Return of the King
247,False,1590834,Michael Elsworth,Círdan (uncredited),2,122,The Lord of the Rings: The Return of the King
248,False,2082705,Sam Kelly,Silindë (uncredited),0,122,The Lord of the Rings: The Return of the King
249,False,8682,Gino Acevedo,Corsair of Umbar (uncredited),0,122,The Lord of the Rings: The Return of the King
250,False,1313,Andrew Lesnie,Corsair of Umbar (uncredited),2,122,The Lord of the Rings: The Return of the King
251,False,2082118,Richard Taylor,Corsair of Umbar (uncredited),0,122,The Lord of the Rings: The Return of the King
252,False,1477006,Rick Porras,Corsair of Umbar / Beacon Guard (uncredited),0,122,The Lord of the Rings: The Return of the King
253,False,1419579,Christian Rivers,Corsair of Umbar / Beacon Guard (uncredited),0,122,The Lord of the Rings: The Return of the King
254,False,108,Peter Jackson,Corsair Bosun (uncredited),2,122,The Lord of the Rings: The Return of the King
255,False,1378828,Michael Semanick,Drinking Rohan Soldier (uncredited),0,122,The Lord of the Rings: The Return of the King
256,False,117,Howard Shore,Drinking Rohan Soldier (uncredited),2,122,The Lord of the Rings: The Return of the King
257,False,1828288,Clint Elvy,Haradrim Warrior (uncredited),0,122,The Lord of the Rings: The Return of the King
258,False,2089117,Jane Abbott,Coronation Elf (uncredited),0,122,The Lord of the Rings: The Return of the King
259,False,2082709,Jarl Benzon,Coronation Elf (uncredited),0,122,The Lord of the Rings: The Return of the King
260,False,1674266,Sandro Kopp,Coronation Elf (uncredited),0,122,The Lord of the Rings: The Return of the King
261,False,2082697,Jørn Benzon,Rivendell Elf (uncredited),0,122,The Lord of the Rings: The Return of the King
262,False,2082731,Henry Mortensen,Pelennor Orc (uncredited),0,122,The Lord of the Rings: The Return of the King
263,False,2082770,Zo Hartley,Orc Helper (uncredited),0,122,The Lord of the Rings: The Return of the King
264,False,1201399,Joseph Mika-Hunt,Orc (uncredited),0,122,The Lord of the Rings: The Return of the King
265,False,2089118,Aidan Bell,Orc (uncredited),0,122,The Lord of the Rings: The Return of the King
266,False,1810322,Luke Burnyeat,Orc (uncredited),0,122,The Lord of the Rings: The Return of the King
267,True,10980,Daniel Radcliffe,Harry Potter,2,12444,Harry Potter and the Deathly Hallows: Part 1
268,False,10990,Emma Watson,Hermione Granger,1,12444,Harry Potter and the Deathly Hallows: Part 1
269,False,10989,Rupert Grint,Ron Weasley,2,12444,Harry Potter and the Deathly Hallows: Part 1
270,False,5469,Ralph Fiennes,Lord Voldemort,2,12444,Harry Potter and the Deathly Hallows: Part 1
271,False,1283,Helena Bonham Carter,Bellatrix Lestrange,1,12444,Harry Potter and the Deathly Hallows: Part 1
272,False,4566,Alan Rickman,Severus Snape,2,12444,Harry Potter and the Deathly Hallows: Part 1
273,False,2440,Bill Nighy,Rufus Scrimgeour,2,12444,Harry Potter and the Deathly Hallows: Part 1
274,False,5658,Michael Gambon,Albus Dumbledore,2,12444,Harry Potter and the Deathly Hallows: Part 1
275,False,2039,Brendan Gleeson,Alastor 'Mad-Eye' Moody,2,12444,Harry Potter and the Deathly Hallows: Part 1
276,False,5049,John Hurt,Mr. Ollivander,2,12444,Harry Potter and the Deathly Hallows: Part 1
277,False,8785,Ciarán Hinds,Aberforth Dumbledore,2,12444,Harry Potter and the Deathly Hallows: Part 1
278,False,96841,Matthew Lewis,Neville Longbottom,2,12444,Harry Potter and the Deathly Hallows: Part 1
279,False,7026,Rhys Ifans,Xenophilius Lovegood,2,12444,Harry Potter and the Deathly Hallows: Part 1
280,False,10993,Tom Felton,Draco Malfoy,2,12444,Harry Potter and the Deathly Hallows: Part 1
281,False,11355,Jason Isaacs,Lucius Malfoy,2,12444,Harry Potter and the Deathly Hallows: Part 1
282,False,11291,Clémence Poésy,Fleur Delacour,1,12444,Harry Potter and the Deathly Hallows: Part 1
283,False,10991,Bonnie Wright,Ginny Weasley,1,12444,Harry Potter and the Deathly Hallows: Part 1
284,False,11184,Warwick Davis,Griphook,2,12444,Harry Potter and the Deathly Hallows: Part 1
285,False,1923,Robbie Coltrane,Rubeus Hagrid,2,12444,Harry Potter and the Deathly Hallows: Part 1
286,False,11207,David Thewlis,Remus Lupin,2,12444,Harry Potter and the Deathly Hallows: Part 1
287,False,140367,Evanna Lynch,Luna Lovegood,1,12444,Harry Potter and the Deathly Hallows: Part 1
288,False,15737,Helen McCrory,Narcissa Malfoy,1,12444,Harry Potter and the Deathly Hallows: Part 1
